Student_Number,Matric_Aggregate_Group,FTENab,Matric_Status_Code,Age_Group,Race,Gender,Home_Language,Employment,Magisterial_District,Region,Class
67992026,1151_1200,F,DEGR,22_23     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,0.0
67993041,1101_1150,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,0.0
67826584,0901_0950,T,DIPL,22_23     ,African,M,SESOTHO,Unemployed,JOHANNESBURG,Gauteng,0.0
66824604,0601_0800,T,SENR,35_40     ,African,F,ISIXHOSA,Employed,GOODWOOD,Western Cape,0.0
68417394,0601_0800,F,SENR,35_40     ,African,M,XITSONGA,Employed,SOUTPANSBERG,North Eastern,0.0
67832827,1001_1050,F,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,KEMPTON PARK,Gauteng,0.0
68007401,0951_1000,F,DIPL,24_25     ,African,F,ISIXHOSA,Employed,SPRINGS,Gauteng,0.0
69004727,1051_1100,T,DIPL,29_34     ,African,M,TSHIVENDA,Employed,VUWANI,North Eastern,0.0
68733865,1301_1400,T,DEGR,26_28     ,African,M,SETSWANA,Employed,BRITS,Midlands,0.0
69251131,0000_0000,T,DEGR,24_25     ,African,F,SESOTHO,Unemployed,PIETERSBURG,North Eastern,0.0
69015478,0000_0000,F,DIPL,26_28     ,African,F,SESOTHO,Employed,FICKSBURG,Midlands,0.0
69026399,0851_0900,F,SENR,35_40     ,African,M,ISIXHOSA,Unemployed,UMTATA,Eastern Cape,0.0
68743836,0000_0000,T,DIPL,26_28     ,African,M,ENGLISH,Employed,DURBAN,KwaZulu-Natal,0.0
68743968,1001_1050,F,DIPL,26_28     ,African,M,ISIZULU,Employed,MTUNZINI,KwaZulu-Natal,0.0
69277971,1301_1400,F,DEGR,26_28     ,African,M,NORTHERN SOTHO,Unemployed,WONDERBOOM,Gauteng,0.0
68037300,1151_1200,T,DEGR,26_28     ,African,F,SETSWANA,Employed,JOHANNESBURG,Gauteng,0.0
68753812,0951_1000,F,DIPL,29_34     ,African,M,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,0.0
69028375,0001_0600,T,SENR,41_50     ,African,M,SESOTHO,Employed,MARQUARD,Midlands,0.0
69030291,1201_1300,T,DEGR,26_28     ,African,M,SISWATI,Employed,EERSTEHOEK,North Eastern,0.0
68756067,0901_0950,F,DIPL,26_28     ,African,M,TSHIVENDA,Unemployed,VUWANI,North Eastern,0.0
68757764,1101_1150,T,MATR,29_34     ,African,M,ISIZULU,Employed,BOKSBURG,Gauteng,0.0
69697218,1301_1400,F,DEGR,20_21     ,White,M,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,0.0
69289993,1301_1400,T,DEGR,26_28     ,African,F,ISIZULU,Unemployed,UMLAZI,KwaZulu-Natal,0.0
68465340,0000_0000,F,DIPL,29_34     ,African,F,SESOTHO,Unemployed,JOHANNESBURG,Gauteng,0.0
69964674,1051_1100,T,DEGR,26_28     ,African,M,XITSONGA,Employed,THABAZIMBI,Midlands,0.0
69969188,0000_0000,F,KWAL,41_50     ,Coloured,F,ENGLISH,Employed,Unknown,Unknown,0.0
68471054,0801_0850,T,DIPL,26_28     ,African,M,SESOTHO,Employed,VANDERBIJLPARK,Gauteng,0.0
69708724,0601_0800,T,DIPL,29_34     ,Coloured,M,ENGLISH,Employed,MITCHELLS PLAIN,Western Cape,0.0
69307053,0000_0000,T,DEGR,24_25     ,African,M,XITSONGA,Unemployed,RANDBURG,Gauteng,0.0
69717189,1401_3000,T,DEGR,26_28     ,African,F,NORTHERN SOTHO,Unemployed,MAPULANENG,North Eastern,0.0
68781657,0000_0000,T,DIPL,18_19     ,African,F,NORTHERN SOTHO,Unemployed,SEKHUKHUNELAND,North Eastern,0.0
68782761,1201_1300,T,DEGR,26_28     ,African,F,ISIXHOSA,Employed,BELLVILLE,Western Cape,0.0
69312073,1051_1100,T,DEGR,29_34     ,African,M,NORTHERN SOTHO,Employed,RANDFONTEIN,Gauteng,0.0
69981757,1151_1200,F,DEGR,22_23     ,African,M,ISIZULU,Employed,KEMPTON PARK,Gauteng,0.0
68389571,1001_1050,T,SENR,29_34     ,African,F,NORTHERN SOTHO,Employed,WONDERBOOM,Gauteng,0.0
68391344,0601_0800,T,DIPL,29_34     ,African,F,NORTHERN SOTHO,Unemployed,SESHEGO,North Eastern,0.0
69073610,0901_0950,T,SENR,35_40     ,African,M,ISIXHOSA,Employed,STRAND,Western Cape,0.0
69996673,0901_0950,T,DIPL,26_28     ,African,M,SESOTHO,Employed,NEBO,North Eastern,0.0
69087242,1201_1300,T,DEGR,26_28     ,African,F,SISWATI,Unemployed,PRETORIA,Gauteng,0.0
74783480,0000_0000,T,KWAL,35_40     ,African,F,SESOTHO,Employed,JOHANNESBURG,Gauteng,0.0
69331601,0000_0000,T,DEGR,29_34     ,African,M,SETSWANA,Employed,VANDERBIJLPARK,Gauteng,0.0
69093487,1101_1150,T,DEGR,26_28     ,African,F,OTHER AFRICAN LANGUAGES,Employed,SOSHANGUWE,Gauteng,0.0
74797904,1101_1150,F,DEGR,24_25     ,African,F,TSHIVENDA,Employed,THOHOYANDOU,North Eastern,0.0
68802379,0601_0800,T,DEGR,29_34     ,African,M,SETSWANA,Employed,KLERKSDORP,Midlands,0.0
69097229,0901_0950,T,HCER,26_28     ,African,M,XITSONGA,Employed,HLANGANANI,North Eastern,0.0
69100680,1051_1100,T,DIPL,22_23     ,African,M,ISIXHOSA,Employed,JOHANNESBURG,Gauteng,0.0
74081850,0000_0000,F,NVTN,22_23     ,Indian,M,ENGLISH,Unemployed,MADIKWE,Midlands,0.0
74082032,0000_0000,T,NVTN,29_34     ,African,M,XITSONGA,Employed,OBERHOLZER,Gauteng,0.0
69342045,0000_0000,T,DIPL,22_23     ,African,M,XITSONGA,Unemployed,GERMISTON,Gauteng,0.0
74279186,0000_0000,T,DIPL,29_34     ,African,F,SETSWANA,Employed,ROODEPOORT,Gauteng,0.0
74283256,0000_0000,T,NVTN,29_34     ,African,M,SETSWANA,Employed,RUSTENBURG,Midlands,0.0
74810744,0000_0000,F,NVTN,29_34     ,African,M,ENGLISH,Employed,BRITS,Midlands,0.0
74813511,0001_0600,F,SENR,35_40     ,African,F,ISIXHOSA,Employed,MITCHELLS PLAIN,Western Cape,0.0
68827355,0000_0000,T,DIPL,24_25     ,African,F,NORTHERN SOTHO,Unemployed,LETABA,North Eastern,0.0
74292867,0000_0000,F,NVTN,35_40     ,African,M,ENGLISH,Employed,ROODEPOORT,Gauteng,0.0
74296943,0000_0000,F,NVTN,20_21     ,No information,M,AFR/ENG,Unemployed,BRAKPAN,Gauteng,0.0
74315948,1101_1150,F,DEGR,24_25     ,Coloured,F,ENGLISH,Employed,MITCHELLS PLAIN,Western Cape,0.0
74332265,0000_0000,F,NVTN,35_40     ,Indian,M,ENGLISH,Employed,INANDA,KwaZulu-Natal,0.0
69786892,0601_0800,T,DEGR,29_34     ,White,M,ENGLISH,Employed,BELLVILLE,Western Cape,0.0
69111736,0001_0600,T,DEGR,24_25     ,African,M,ISIXHOSA,Unemployed,ALBERTON,Gauteng,0.0
68832979,1001_1050,F,DEGR,29_34     ,African,M,XITSONGA,Unemployed,NAPHUNO,North Eastern,0.0
68833692,0601_0800,F,SENR,41_50     ,African,M,SETSWANA,Unemployed,MMABATHO,Midlands,0.0
68836494,1201_1300,F,DEGR,22_23     ,White,F,ENGLISH,Employed,GOODWOOD,Western Cape,0.0
74334225,0000_0000,T,HCER,26_28     ,African,F,XITSONGA,Employed,WONDERBOOM,Gauteng,0.0
74354668,0000_0000,F,MATR,41_50     ,White,M,AFR/ENG,Employed,PRETORIA,Gauteng,0.0
74363926,0000_0000,F,NVTN,29_34     ,White,M,ENGLISH,Employed,CALEDON,Western Cape,0.0
74369560,0000_0000,F,NVTN,35_40     ,Coloured,M,ENGLISH,Employed,KIMBERLEY,Midlands,0.0
68838373,1151_1200,T,DEGR,29_34     ,African,M,XITSONGA,Employed,RITAVI,North Eastern,0.0
68839720,1301_1400,T,DEGR,24_25     ,African,F,ENGLISH,Employed,JOHANNESBURG,Gauteng,0.0
74832047,0000_0000,F,NVTN,35_40     ,African,M,SESOTHO,Employed,PRETORIA,Gauteng,0.0
74833833,0000_0000,F,NVTN,35_40     ,Indian,M,ENGLISH,Employed,CHATSWORTH,KwaZulu-Natal,0.0
68534455,0001_0600,F,DIPL,29_34     ,African,F,SISWATI,Unemployed,NKOMAZI,North Eastern,0.0
69129473,0000_0000,T,DEGR,22_23     ,African,F,NORTHERN SOTHO,Employed,THABAMOOPO,North Eastern,0.0
69367978,0851_0900,T,MATR,35_40     ,African,M,SISWATI,Employed,WITBANK,North Eastern,0.0
69368893,1101_1150,T,DEGR,22_23     ,African,M,ISIZULU,Employed,ROODEPOORT,Gauteng,0.0
74839141,0000_0000,T,NVTN,24_25     ,African,F,ENGLISH,Employed,WYNBERG,Western Cape,0.0
69383461,0001_0600,T,ONBK,22_23     ,African,M,FRENCH,Employed,PRETORIA,Gauteng,0.0
69143735,1201_1300,T,DEGR,29_34     ,African,F,XITSONGA,Employed,BOKSBURG,Gauteng,0.0
69384554,0951_1000,F,DIPL,22_23     ,African,M,XITSONGA,Employed,HLANGANANI,North Eastern,0.0
69388738,1201_1300,T,DEGR,26_28     ,Coloured,M,ENGLISH,Employed,MITCHELLS PLAIN,Western Cape,0.0
69806947,0601_0800,T,HCER,29_34     ,African,F,NORTHERN SOTHO,Unemployed,GROBLERSDAL,North Eastern,0.0
74869741,0000_0000,T,NVTN,35_40     ,African,M,ENGLISH,Employed,PRETORIA,Gauteng,0.0
74875528,0001_0600,F,HCER,29_34     ,African,F,ENGLISH,Employed,TEMBA,Midlands,0.0
69391224,1101_1150,T,DEGR,29_34     ,African,M,ISIZULU,Unemployed,LIONS RIVER,KwaZulu-Natal,0.0
74436168,0901_0950,F,DIPL,29_34     ,African,F,ISIXHOSA,Employed,MITCHELLS PLAIN,Western Cape,0.0
74455529,1301_1400,F,DEGR,26_28     ,Indian,M,ENGLISH,Employed,PRETORIA,Gauteng,0.0
69811722,1151_1200,T,DEGR,26_28     ,Indian,M,ENGLISH,Employed,DURBAN,KwaZulu-Natal,0.0
74882257,1151_1200,T,DEGR,26_28     ,African,M,SISWATI,Employed,NSIKAZI,North Eastern,0.0
69155997,0000_0000,T,DEGR,20_21     ,African,M,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,0.0
69815539,0601_0800,T,DEGR,29_34     ,African,M,SETSWANA,Employed,RANDBURG,Gauteng,0.0
74891372,0000_0000,F,DEGR,26_28     ,No information,M,ENGLISH,Employed,PRETORIA,Gauteng,0.0
68868167,1051_1100,T,MATR,35_40     ,African,M,ISIXHOSA,Employed,MITCHELLS PLAIN,Western Cape,0.0
68870056,0000_0000,F,DEGR,24_25     ,African,M,XITSONGA,Employed,MKOBOLA,North Eastern,0.0
74523516,0000_0000,T,NVTN,29_34     ,African,F,ISIZULU,Employed,BRITS,Midlands,0.0
74528054,0000_0000,T,NVTN,29_34     ,Indian,F,ENGLISH,Employed,VEREENIGING,Gauteng,0.0
74528348,0000_0000,T,NVTN,29_34     ,African,F,ISIZULU,Employed,INANDA,KwaZulu-Natal,0.0
74531713,0000_0000,T,NVTN,24_25     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,0.0
74535425,0000_0000,F,NVTN,26_28     ,African,M,ENGLISH,Employed,ROODEPOORT,Gauteng,0.0
74551350,0000_0000,T,NVTN,29_34     ,African,M,ISIXHOSA,Employed,EAST LONDON,Eastern Cape,0.0
69822438,1151_1200,T,DEGR,22_23     ,African,M,TSHIVENDA,Employed,THOHOYANDOU,North Eastern,0.0
74905308,0000_0000,T,NVTN,18_19     ,African,F,XITSONGA,Unemployed,JOHANNESBURG,Gauteng,0.0
74906703,0000_0000,F,NVTN,41_50     ,African,M,NORTHERN SOTHO,Unemployed,RANDBURG,Gauteng,0.0
69827928,1051_1100,F,DEGR,26_28     ,African,M,ISINDEBELE,Employed,MDUTJANA,North Eastern,0.0
69165925,1201_1300,T,DEGR,26_28     ,African,M,ENGLISH,Employed,UMZINTO,KwaZulu-Natal,0.0
74569869,1001_1050,F,HCER,26_28     ,African,M,XITSONGA,Employed,JOHANNESBURG,Gauteng,0.0
74571189,0601_0800,F,DEGR,29_34     ,African,M,NORTHERN SOTHO,Employed,RANDBURG,Gauteng,0.0
74915473,1051_1100,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,0.0
74924661,0000_0000,T,NVTN,26_28     ,African,M,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,0.0
68581984,0000_0000,T,DIPL,29_34     ,African,M,SETSWANA,Employed,GARANKUWA,Midlands,0.0
74933269,0000_0000,F,NVTN,35_40     ,African,M,OTHER FOREIGN LANGUAGES,Employed,PRETORIA,Gauteng,0.0
74945421,0000_0000,F,NVTN,20_21     ,African,M,ISINDEBELE,Employed,BOKSBURG,Gauteng,0.0
74605703,0000_0000,F,KWAL,29_34     ,African,M,SETSWANA,Employed,RUSTENBURG,Midlands,0.0
69429086,1401_3000,F,DEGR,26_28     ,African,F,ISIZULU,Employed,KWAMHLANGA,North Eastern,0.0
69853643,0000_0000,T,KWAL,26_28     ,African,F,ISIXHOSA,Employed,BELLVILLE,Western Cape,0.0
74631451,0000_0000,T,NVTN,35_40     ,African,F,NORTHERN SOTHO,Employed,SOSHANGUWE,Gauteng,0.0
74631532,0000_0000,F,NVTN,29_34     ,Indian,M,ENGLISH,Employed,GOODWOOD,Western Cape,0.0
68594725,0951_1000,F,DIPL,20_21     ,African,F,ISIXHOSA,Employed,JOHANNESBURG,Gauteng,0.0
74953448,0851_0900,T,DIPL,20_21     ,African,M,ISIZULU,Student,KLIPRIVER,KwaZulu-Natal,0.0
74641047,1151_1200,T,DEGR,26_28     ,African,M,SESOTHO,Employed,PRETORIA,Gauteng,0.0
74954169,0000_0000,F,NVTN,41_50     ,African,M,ISIZULU,Employed,ROODEPOORT,Gauteng,0.0
74956006,0001_0600,F,SENR,29_34     ,African,F,ISIXHOSA,Employed,ALBERTON,Gauteng,0.0
74956749,0000_0000,T,NVTN,35_40     ,African,M,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,0.0
74648812,0000_0000,F,NVTN,29_34     ,African,M,SETSWANA,Employed,Unknown,Unknown,0.0
74651762,1001_1050,T,DEGR,26_28     ,Coloured,M,ENGLISH,Employed,JOHANNESBURG,Gauteng,0.0
74651999,0000_0000,F,NVTN,35_40     ,African,M,SISWATI,Employed,SOSHANGUWE,Gauteng,0.0
74957818,0000_0000,T,DIPL,29_34     ,African,M,SETSWANA,Employed,GARANKUWA,Midlands,0.0
74958140,0000_0000,T,NVTN,29_34     ,African,F,ISIXHOSA,Employed,RANDBURG,Gauteng,0.0
75205054,0601_0800,F,SENR,29_34     ,African,F,XITSONGA,Employed,GERMISTON,Gauteng,0.0
74662567,0851_0900,T,DIPL,29_34     ,African,M,SESOTHO,Employed,PRETORIA,Gauteng,0.0
74664454,0000_0000,F,NVTN,29_34     ,White,M,ENGLISH,Employed,Unknown,Unknown,0.0
75207766,0000_0000,T,NVTN,24_25     ,White,M,ENGLISH,Employed,GEORGE,Western Cape,0.0
69876929,1051_1100,T,DEGR,24_25     ,African,M,ISIXHOSA,Unemployed,MITCHELLS PLAIN,Western Cape,0.0
69879383,0000_0000,F,DIPL,26_28     ,African,M,ISIXHOSA,Employed,BIZANA,KwaZulu-Natal,0.0
74962625,0000_0000,F,NVTN,35_40     ,African,M,ISIXHOSA,Employed,VANDERBIJLPARK,Gauteng,0.0
74962711,0000_0000,T,NVTN,29_34     ,African,F,ISIXHOSA,Employed,RANDBURG,Gauteng,0.0
74962714,0000_0000,T,DEGR,29_34     ,African,M,SESOTHO,Employed,JOHANNESBURG,Gauteng,0.0
75210864,0001_0600,F,HCER,29_34     ,African,M,SETSWANA,Unemployed,KRUGERSDORP,Gauteng,0.0
75212306,1051_1100,T,DIPL,24_25     ,African,F,SISWATI,Unemployed,BARBERTON,North Eastern,0.0
69215515,1051_1100,F,MATR,35_40     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,0.0
74683297,0951_1000,F,MATR,29_34     ,White,M,AFRIKAANS,Employed,KRUGERSDORP,Gauteng,0.0
74686857,0000_0000,T,NVTN,24_25     ,White,M,ENGLISH,Employed,KEMPTON PARK,Gauteng,0.0
74688957,0601_0800,F,DIPL,18_19     ,African,M,ISIXHOSA,Employed,JOHANNESBURG,Gauteng,0.0
74693934,0000_0000,T,NVTN,35_40     ,African,M,OTHER FOREIGN LANGUAGES,Employed,WYNBERG,Western Cape,0.0
69458418,0901_0950,T,HCER,26_28     ,African,M,NORTHERN SOTHO,Unemployed,PRETORIA,Gauteng,0.0
75213847,0951_1000,F,DEGR,20_21     ,White,M,AFRIKAANS,Unemployed,RANDFONTEIN,Gauteng,0.0
74963567,0000_0000,T,DEGR,29_34     ,White,M,AFR/ENG,Employed,KUILS RIVER,Western Cape,0.0
74964393,1051_1100,T,DEGR,29_34     ,African,F,AFR/ENG,Employed,PRETORIA,Gauteng,0.0
74964423,0000_0000,F,DIPL,26_28     ,Coloured,M,AFRIKAANS,Employed,CALEDON,Western Cape,0.0
74964695,0000_0000,F,NVTN,20_21     ,African,F,ENGLISH,Employed,SOSHANGUWE,Gauteng,0.0
74964760,0000_0000,F,NVTN,29_34     ,White,M,AFR/ENG,Employed,BA-PHALABORWA,North Eastern,0.0
75215475,0000_0000,F,DEGR,22_23     ,White,M,ENGLISH,Employed,ROODEPOORT,Gauteng,0.0
74708575,0000_0000,F,NVTN,24_25     ,African,M,SESOTHO,Unemployed,BOLOBEDU,North Eastern,0.0
74709369,0000_0000,T,NVTN,35_40     ,African,M,XITSONGA,Employed,PRETORIA,Gauteng,0.0
68948764,1301_1400,T,DEGR,24_25     ,African,M,ENGLISH,Unemployed,MAPULANENG,North Eastern,0.0
74713822,0000_0000,F,NVTN,41_50     ,African,M,ENGLISH,Employed,KIRKWOOD,Eastern Cape,0.0
75216350,0000_0000,T,NVTN,35_40     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,0.0
69920130,0000_0000,F,DIPL,22_23     ,African,M,NORTHERN SOTHO,Unemployed,PRETORIA,Gauteng,0.0
74968960,0000_0000,F,NVTN,22_23     ,African,F,TSHIVENDA,Unemployed,DZANANI,North Eastern,0.0
74969371,0000_0000,T,SENR,29_34     ,African,F,OTHER AFRICAN LANGUAGES,Employed,GARANKUWA,Midlands,0.0
74970466,0000_0000,F,NVTN,29_34     ,Other / Non disclosure,F,ENGLISH,Employed,PINETOWN,KwaZulu-Natal,0.0
74735230,0000_0000,F,NVTN,35_40     ,African,F,SETSWANA,Employed,JOHANNESBURG,Gauteng,0.0
74745357,0901_0950,F,DEGR,29_34     ,African,M,SETSWANA,Employed,GARANKUWA,Midlands,0.0
68966355,0851_0900,T,DEGR,29_34     ,African,F,NORTHERN SOTHO,Unemployed,SEKHUKHUNELAND,North Eastern,0.0
74971732,0000_0000,T,NVTN,22_23     ,African,M,ENGLISH,Employed,PRETORIA,Gauteng,0.0
74759927,0901_0950,F,DIPL,22_23     ,Coloured,F,ENGLISH,Employed,UMLAZI,KwaZulu-Natal,0.0
74762181,0951_1000,F,DEGR,29_34     ,African,M,ISIZULU,Unemployed,CAPE TOWN,Western Cape,0.0
75224051,0000_0000,T,NVTN,24_25     ,African,M,ISIXHOSA,Unemployed,PRETORIA,Gauteng,0.0
75225926,0000_0000,F,NVTN,35_40     ,Indian,F,ENGLISH,Employed,DURBAN,KwaZulu-Natal,0.0
69944576,0951_1000,F,DIPL,26_28     ,African,M,ISIZULU,Employed,PORT SHEPSTONE,KwaZulu-Natal,0.0
69949683,0000_0000,T,DIPL,20_21     ,African,M,FRENCH,Unemployed,PRETORIA,Gauteng,0.0
74769655,0000_0000,F,NVTN,35_40     ,African,M,SETSWANA,Employed,ROODEPOORT,Gauteng,0.0
74778034,0000_0000,T,NVTN,29_34     ,African,M,ISIXHOSA,Employed,MOUNT CURRIE,KwaZulu-Natal,0.0
74972523,1051_1100,T,DEGR,26_28     ,African,M,SETSWANA,Employed,VRYBURG,Midlands,0.0
74972631,0000_0000,F,NVTN,35_40     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,0.0
74972795,0901_0950,F,DIPL,29_34     ,African,F,ENGLISH,Employed,JOHANNESBURG,Gauteng,0.0
74973066,0000_0000,T,KWAL,29_34     ,African,F,ISINDEBELE,Unemployed,SOSHANGUWE,Gauteng,0.0
74973554,0000_0000,F,NVTN,41_50     ,African,F,ISIZULU,Employed,JOHANNESBURG,Gauteng,0.0
69955586,0000_0000,T,DEGR,22_23     ,African,F,ENGLISH,Employed,JOHANNESBURG,Gauteng,0.0
68983203,0901_0950,F,DIPL,29_34     ,African,M,ISIXHOSA,Employed,MITCHELLS PLAIN,Western Cape,0.0
75226337,0000_0000,T,NVTN,35_40     ,African,M,SETSWANA,Employed,WOLMARANSSTAD,Midlands,0.0
68987867,0000_0000,T,KWAL,35_40     ,African,M,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,0.0
68990264,0951_1000,F,DIPL,26_28     ,African,M,ISIZULU,Employed,NQUTU,KwaZulu-Natal,0.0
69512121,1401_3000,T,MATR,29_34     ,African,M,ISIXHOSA,Employed,PORT ELIZABETH,Eastern Cape,0.0
74977983,0801_0850,T,DEGR,20_21     ,White,M,AFRIKAANS,Employed,MALMESBURY,Western Cape,0.0
74978060,0000_0000,T,NVTN,35_40     ,Coloured,M,ENGLISH,Employed,RANDBURG,Gauteng,0.0
74978305,0000_0000,F,NVTN,41_50     ,African,M,SHONA,Employed,MDUTJANA,North Eastern,0.0
74978467,1201_1300,F,DEGR,29_34     ,African,F,SESOTHO,Unemployed,GOODWOOD,Western Cape,0.0
75234569,1101_1150,T,DEGR,24_25     ,African,M,SETSWANA,Employed,PRETORIA,Gauteng,0.0
75235646,0801_0850,T,DEGR,29_34     ,African,F,NORTHERN SOTHO,Employed,KEMPTON PARK,Gauteng,0.0
75235743,0000_0000,F,NVTN,35_40     ,African,F,ENGLISH,Unemployed,KEMPTON PARK,Gauteng,0.0
77316767,0000_0000,F,NVTN,29_34     ,African,M,ISIXHOSA,Unemployed,KRUGERSDORP,Gauteng,0.0
74981298,1301_1400,F,DEGR,29_34     ,Coloured,M,AFRIKAANS,Employed,NAMAKWALAND,Midlands,0.0
74981336,0000_0000,F,NVTN,20_21     ,African,M,ENGLISH,Unemployed,GERMISTON,Gauteng,0.0
69537598,0000_0000,F,DEGR,20_21     ,African,F,SISWATI,Unemployed,Unknown,Unknown,0.0
75239617,0000_0000,T,NVTN,35_40     ,African,M,SETSWANA,Employed,LEPHALALE,North Eastern,0.0
75239927,0000_0000,F,DEGR,26_28     ,African,M,ENGLISH,Employed,BELLVILLE,Western Cape,0.0
74983525,0000_0000,T,NVTN,24_25     ,African,M,ISIXHOSA,Unemployed,PRETORIA,Gauteng,0.0
78070494,0000_0000,F,KWAL,29_34     ,Indian,F,ENGLISH,Employed,INANDA,KwaZulu-Natal,0.0
75242588,0801_0850,T,DIPL,20_21     ,African,F,TSHIVENDA,Unemployed,JOHANNESBURG,Gauteng,0.0
75242677,0000_0000,T,NVTN,20_21     ,African,M,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,0.0
75243301,0000_0000,T,NVTN,18_19     ,African,F,ENGLISH,Unemployed,SIMONSTOWN,Western Cape,0.0
74985668,0000_0000,T,SENR,29_34     ,Coloured,M,ENGLISH,Employed,ROODEPOORT,Gauteng,0.0
74986020,0000_0000,F,NVTN,29_34     ,African,M,ISIXHOSA,Employed,TSOMO,Eastern Cape,0.0
78420967,0000_0000,F,NVTN,29_34     ,African,M,UNKNOWN,Employed,PRETORIA,Gauteng,0.0
69548328,0001_0600,T,KWAL,29_34     ,African,M,ISINDEBELE,Unemployed,JOHANNESBURG,Gauteng,0.0
69552023,0000_0000,F,DIPL,22_23     ,African,M,ISIZULU,Unemployed,LOWER UMFOLOZI,KwaZulu-Natal,0.0
75244424,0000_0000,T,DEGR,26_28     ,Indian,M,ENGLISH,Unemployed,MITCHELLS PLAIN,Western Cape,0.0
75244823,0001_0600,T,SENR,29_34     ,African,F,SETSWANA,Employed,GARANKUWA,Midlands,0.0
75244947,0000_0000,T,DIPL,29_34     ,African,F,OTHER AFRICAN LANGUAGES,Employed,PORT ELIZABETH,Eastern Cape,0.0
78807481,0000_0000,F,KWAL,29_34     ,African,F,SETSWANA,Unemployed,BLOEMFONTEIN,Midlands,0.0
75247272,0000_0000,T,NVTN,35_40     ,African,F,ENGLISH,Employed,PORT ELIZABETH,Eastern Cape,0.0
69563672,0000_0000,F,DEGR,20_21     ,White,F,AFRIKAANS,Employed,WONDERBOOM,Gauteng,0.0
75250424,0000_0000,T,NVTN,24_25     ,African,M,ISIXHOSA,Unemployed,ALBERTON,Gauteng,0.0
75251040,1001_1050,F,DEGR,29_34     ,White,M,ENGLISH,Employed,BELLVILLE,Western Cape,0.0
74990200,0000_0000,T,NVTN,22_23     ,African,F,ENGLISH,Unemployed,GOODWOOD,Western Cape,0.0
79273569,0000_0000,F,NVTN,29_34     ,African,M,NORTHERN SOTHO,Employed,MOKOPANE,North Eastern,0.0
79307889,0000_0000,F,NVTN,29_34     ,African,M,NORTHERN SOTHO,Unemployed,KROONSTAD,Midlands,0.0
79310154,0000_0000,F,NVTN,51_99     ,African,M,SETSWANA,Employed,WONDERBOOM,Gauteng,0.0
69572776,0951_1000,F,DIPL,20_21     ,African,M,ISIZULU,Unemployed,PIET RETIEF,North Eastern,0.0
75251617,0851_0900,F,DIPL,26_28     ,African,M,SESOTHO,Employed,VANDERBIJLPARK,Gauteng,0.0
75252214,0000_0000,F,NVTN,41_50     ,African,M,ENGLISH,Employed,Unknown,Unknown,0.0
79381388,0000_0000,T,NVTN,29_34     ,African,F,SETSWANA,Employed,JOHANNESBURG,Gauteng,0.0
79543213,0000_0000,T,NVTN,35_40     ,African,F,ISIZULU,Employed,KEMPTON PARK,Gauteng,0.0
74993598,0000_0000,T,SENR,29_34     ,African,F,SETSWANA,Employed,GARANKUWA,Midlands,0.0
74994732,0000_0000,T,NVTN,24_25     ,African,F,ENGLISH,Employed,ALBERTON,Gauteng,0.0
74994764,1001_1050,T,DIPL,26_28     ,African,M,NORTHERN SOTHO,Student,THABAMOOPO,North Eastern,0.0
69593506,0000_0000,T,DIPL,24_25     ,African,F,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,0.0
75259521,0000_0000,T,NVTN,18_19     ,White,F,ENGLISH,Employed,EAST LONDON,Eastern Cape,0.0
75262802,0000_0000,F,NVTN,35_40     ,White,M,AFR/ENG,Employed,BELLVILLE,Western Cape,0.0
75001141,0951_1000,T,DIPL,22_23     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,0.0
75001629,0601_0800,T,DEGR,29_34     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,0.0
75265278,0000_0000,T,NVTN,22_23     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,0.0
75265715,0000_0000,F,NVTN,29_34     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,0.0
75266819,0601_0800,T,DEGR,29_34     ,Coloured,M,ENGLISH,Employed,CAPE TOWN,Western Cape,0.0
75001998,0000_0000,T,NVTN,35_40     ,African,M,ISIXHOSA,Employed,RANDBURG,Gauteng,0.0
75002765,0000_0000,F,NVTN,41_50     ,African,F,ENGLISH,Employed,PRETORIA,Gauteng,0.0
75268137,0851_0900,T,DIPL,26_28     ,African,M,SESOTHO,Employed,PRETORIA,Gauteng,0.0
