Student_Number,Matric_Aggregate_Group,FTENab,Matric_Status_Code,Age_Group,Race,Gender,Home_Language,Employment,Magisterial_District,Region,Class
11857209,0801_0850,F,HCER,26_28     ,African,M,SESOTHO,Employed,KROONSTAD,Midlands,1.0
12929106,0000_0000,T,HCER,26_28     ,African,F,ISIZULU,Employed,PINETOWN,KwaZulu-Natal,1.0
12610582,0000_0000,T,DIPL,26_28     ,African,M,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1.0
13360196,1301_1400,T,DEGR,26_28     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1.0
13360889,0000_0000,T,DEGR,26_28     ,African,M,ISIZULU,Unemployed,LOWER UMFOLOZI,KwaZulu-Natal,1.0
12930134,1101_1150,T,DEGR,20_21     ,African,M,NORTHERN SOTHO,Unemployed,KEMPTON PARK,Gauteng,1.0
13834670,0000_0000,F,DEGR,20_21     ,White,F,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1.0
11859692,0000_0000,F,DEGR,20_21     ,White,M,ENGLISH,Unemployed,ALBERTON,Gauteng,1.0
11860639,1051_1100,T,DIPL,29_34     ,African,F,TSHIVENDA,Unemployed,KEMPTON PARK,Gauteng,1.0
12932808,1301_1400,T,DEGR,26_28     ,African,M,TSHIVENDA,Employed,LICHTENBURG,Midlands,1.0
13839607,1051_1100,T,DEGR,22_23     ,African,F,ENGLISH,Employed,JOHANNESBURG,Gauteng,1.0
14182224,0000_0000,T,DEGR,24_25     ,African,F,ISIZULU,Employed,CAMPERDOWN,KwaZulu-Natal,1.0
14183026,0000_0000,F,DIPL,26_28     ,African,F,NORTHERN SOTHO,Employed,NEBO,North Eastern,1.0
11860876,0000_0000,F,DIPL,24_25     ,African,M,XITSONGA,Unemployed,MAPULANENG,North Eastern,1.0
11860949,0000_0000,T,HCER,29_34     ,African,M,SISWATI,Unemployed,WONDERBOOM,Gauteng,1.0
11861023,0951_1000,T,DEGR,24_25     ,African,F,TSHIVENDA,Unemployed,ALBERTON,Gauteng,1.0
11861376,0000_0000,T,DIPL,29_34     ,African,M,XITSONGA,Employed,RANDBURG,Gauteng,1.0
12936043,0001_0600,T,VOOR,35_40     ,Coloured,F,ENGLISH,Employed,Unknown,Unknown,1.0
14184464,1151_1200,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,MDUTJANA,North Eastern,1.0
11862755,1201_1300,T,DEGR,22_23     ,African,F,SISWATI,Employed,JOHANNESBURG,Gauteng,1.0
12941624,1151_1200,F,DEGR,22_23     ,African,M,TSHIVENDA,Employed,SOUTPANSBERG,North Eastern,1.0
13368712,0951_1000,F,DIPL,22_23     ,African,F,NORTHERN SOTHO,Employed,MOKERONG,North Eastern,1.0
13839680,1151_1200,T,MATR,41_50     ,Coloured,M,ENGLISH,Unemployed,WYNBERG,Western Cape,1.0
13841004,0000_0000,T,KWAL,22_23     ,Coloured,F,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1.0
13841178,1101_1150,T,DEGR,22_23     ,African,F,NORTHERN SOTHO,Employed,MDUTJANA,North Eastern,1.0
12622971,1101_1150,T,DEGR,26_28     ,African,M,ISIXHOSA,Employed,GOODWOOD,Western Cape,1.0
12943751,1051_1100,F,DIPL,26_28     ,African,F,ISIZULU,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1.0
12623614,1101_1150,T,DEGR,24_25     ,African,M,XITSONGA,Unemployed,MALAMULELE,North Eastern,1.0
13843987,0951_1000,T,MATR,29_34     ,White,F,AFR/ENG,Employed,SASOLBURG,Gauteng,1.0
13844080,0000_0000,F,KWAL,35_40     ,African,F,ENGLISH,Employed,Unknown,Unknown,1.0
13373770,0801_0850,F,HCER,24_25     ,African,M,SISWATI,Unemployed,NSIKAZI,North Eastern,1.0
12402572,0951_1000,F,DEGR,20_21     ,African,M,NORTHERN SOTHO,Unemployed,KEMPTON PARK,Gauteng,1.0
11865584,1001_1050,F,DIPL,20_21     ,African,F,SETSWANA,Unemployed,RUSTENBURG,Midlands,1.0
12945778,1201_1300,F,DEGR,20_21     ,White,M,AFR/ENG,Employed,WONDERBOOM,Gauteng,1.0
12947835,1101_1150,T,DEGR,22_23     ,African,M,TSHIVENDA,Employed,WATERBERG,North Eastern,1.0
13846137,0000_0000,F,DEGR,20_21     ,African,M,XITSONGA,Unemployed,WITBANK,North Eastern,1.0
12949978,1151_1200,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,MAPULANENG,North Eastern,1.0
11867234,0001_0600,T,VOOR,29_34     ,African,M,ENGLISH,Employed,Unknown,Unknown,1.0
11867463,0000_0000,T,DEGR,29_34     ,White,M,ENGLISH,Employed,CAPE TOWN,Western Cape,1.0
11870464,1301_1400,T,DEGR,20_21     ,Indian,F,ENGLISH,Unemployed,INANDA,KwaZulu-Natal,1.0
12633636,1101_1150,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,SEKHUKHUNELAND,North Eastern,1.0
12634535,1151_1200,T,DEGR,29_34     ,African,M,SESOTHO,Employed,HIGHVELD RIDGE,North Eastern,1.0
14198840,0000_0000,T,KWAL,26_28     ,African,F,ENGLISH,Employed,GOODWOOD,Western Cape,1.0
13386667,1101_1150,T,DEGR,24_25     ,African,F,TSHIVENDA,Employed,WONDERBOOM,Gauteng,1.0
12640314,1001_1050,T,DEGR,24_25     ,African,F,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1.0
13858054,1101_1150,T,DEGR,26_28     ,African,F,ISIZULU,Employed,ERMELO,North Eastern,1.0
13858364,0951_1000,T,DIPL,24_25     ,African,F,SESOTHO,Employed,PRETORIA,Gauteng,1.0
13391814,1101_1150,T,DEGR,26_28     ,African,F,ISIZULU,Unemployed,BOKSBURG,Gauteng,1.0
12413892,0901_0950,T,HCER,24_25     ,African,F,NORTHERN SOTHO,Unemployed,SEKHUKHUNELAND,North Eastern,1.0
12414284,1101_1150,T,DEGR,22_23     ,African,M,ISIXHOSA,Unemployed,VANDERBIJLPARK,Gauteng,1.0
12643194,0000_0000,T,DIPL,29_34     ,African,F,SESOTHO,Unemployed,ODENDAALSRUS,Midlands,1.0
14200729,1301_1400,T,DEGR,26_28     ,African,M,ENGLISH,Unemployed,RANDBURG,Gauteng,1.0
11875016,0951_1000,T,SENR,35_40     ,Coloured,M,ENGLISH,Employed,CAPE TOWN,Western Cape,1.0
13860296,1001_1050,T,DIPL,26_28     ,African,F,ISIZULU,Unemployed,MAHLABATINI,KwaZulu-Natal,1.0
13863384,0000_0000,T,DEGR,26_28     ,African,F,SETSWANA,Employed,GARANKUWA,Midlands,1.0
12421558,0951_1000,T,DIPL,26_28     ,African,F,ISIXHOSA,Employed,PORT ELIZABETH,Eastern Cape,1.0
12647599,1101_1150,T,SENR,29_34     ,African,F,ISIXHOSA,Unemployed,VICTORIA EAST,Eastern Cape,1.0
12647998,0000_0000,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,MOKOPANE,North Eastern,1.0
13866920,0000_0000,T,DEGR,22_23     ,Indian,M,ENGLISH,Employed,PIETERMARITZBURG,KwaZulu-Natal,1.0
12426959,0001_0600,T,KWAL,26_28     ,African,M,FRENCH,Employed,KUILS RIVER,Western Cape,1.0
13870332,1401_3000,T,DEGR,24_25     ,Indian,M,ENGLISH,Employed,BLOEMFONTEIN,Midlands,1.0
12427858,0901_0950,T,HCER,29_34     ,African,M,ISIZULU,Employed,PIETERMARITZBURG,KwaZulu-Natal,1.0
12428978,1001_1050,T,DEGR,29_34     ,African,F,SESOTHO,Unemployed,VEREENIGING,Gauteng,1.0
13395806,1151_1200,T,DEGR,24_25     ,African,F,ISIXHOSA,Employed,RANDBURG,Gauteng,1.0
13872545,1401_3000,F,DEGR,20_21     ,White,F,AFRIKAANS,Employed,PRETORIA,Gauteng,1.0
12429772,1301_1400,F,DEGR,24_25     ,White,F,AFR/ENG,Employed,VRYHEID,KwaZulu-Natal,1.0
12430762,1151_1200,F,DEGR,20_21     ,Coloured,F,ENGLISH,Employed,GOODWOOD,Western Cape,1.0
12431507,0000_0000,T,DIPL,29_34     ,African,M,SESOTHO,Employed,RANDBURG,Gauteng,1.0
12657039,1201_1300,T,DEGR,24_25     ,African,M,SETSWANA,Unemployed,MANKWE,Midlands,1.0
12657748,1201_1300,T,DEGR,24_25     ,African,F,ENGLISH,Employed,JOHANNESBURG,Gauteng,1.0
12954327,0951_1000,T,DIPL,26_28     ,African,M,XITSONGA,Unemployed,RANDBURG,Gauteng,1.0
14207278,1101_1150,F,DEGR,24_25     ,African,M,ISINDEBELE,Employed,WITBANK,North Eastern,1.0
13873309,0000_0000,T,DIPL,29_34     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1.0
12957067,1101_1150,T,DEGR,29_34     ,African,F,NORTHERN SOTHO,Employed,KEMPTON PARK,Gauteng,1.0
12436393,1001_1050,T,DIPL,26_28     ,African,M,ISIXHOSA,Employed,UMTATA,Eastern Cape,1.0
12959329,1151_1200,F,DEGR,22_23     ,African,M,ENGLISH,Employed,RANDBURG,Gauteng,1.0
13875808,1101_1150,F,DEGR,26_28     ,African,M,XITSONGA,Employed,GERMISTON,Gauteng,1.0
13876346,0000_0000,T,DEGR,20_21     ,African,M,ENGLISH,Employed,PORT ELIZABETH,Eastern Cape,1.0
11876233,1151_1200,T,DEGR,22_23     ,Other / Non disclosure,M,ENGLISH,Employed,CAPE TOWN,Western Cape,1.0
13402511,1401_3000,T,DEGR,29_34     ,White,F,AFRIKAANS,Employed,HERMANUS,Western Cape,1.0
13402964,1201_1300,T,DEGR,26_28     ,African,F,TSHIVENDA,Employed,PRETORIA,Gauteng,1.0
13403890,1201_1300,T,DEGR,24_25     ,African,M,ISIZULU,Employed,CAROLINA,North Eastern,1.0
13406431,0000_0000,T,DEGR,26_28     ,African,F,SISWATI,Employed,NSIKAZI,North Eastern,1.0
12666251,1151_1200,T,DEGR,29_34     ,African,M,ISIZULU,Employed,PRETORIA,Gauteng,1.0
12666302,1151_1200,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Unemployed,THABAMOOPO,North Eastern,1.0
12439287,0000_0000,T,KWAL,35_40     ,African,F,SETSWANA,Employed,BOKSBURG,Gauteng,1.0
12668553,1001_1050,F,DIPL,24_25     ,African,M,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1.0
11879518,1001_1050,T,DEGR,29_34     ,Coloured,M,ENGLISH,Employed,KIMBERLEY,Midlands,1.0
11880103,1051_1100,T,SENR,41_50     ,African,M,ISIXHOSA,Employed,BELLVILLE,Western Cape,1.0
12670124,0951_1000,F,DEGR,26_28     ,African,F,NORTHERN SOTHO,Employed,KEMPTON PARK,Gauteng,1.0
13409845,0000_0000,T,DEGR,24_25     ,African,M,XITSONGA,Student,WONDERBOOM,Gauteng,1.0
13410576,0000_0000,F,DEGR,18_19     ,White,M,ENGLISH,Unemployed,GORDONIA,Midlands,1.0
12962818,0000_0000,T,KWAL,29_34     ,Other / Non disclosure,F,OTHER FOREIGN LANGUAGES,Employed,Unknown,Unknown,1.0
12445131,1201_1300,T,DEGR,26_28     ,African,M,ISIZULU,Employed,NONGOMA,KwaZulu-Natal,1.0
13887534,1401_3000,T,DEGR,26_28     ,African,F,NORTHERN SOTHO,Employed,THABAMOOPO,North Eastern,1.0
11881009,0000_0000,F,DEGR,35_40     ,African,M,ISIZULU,Unemployed,JOHANNESBURG,Gauteng,1.0
12446480,1101_1150,T,DIPL,22_23     ,African,F,ISIZULU,Unemployed,INANDA,KwaZulu-Natal,1.0
12448367,0901_0950,F,DIPL,26_28     ,African,M,NORTHERN SOTHO,Employed,LYDENBURG,North Eastern,1.0
13895007,1101_1150,T,DIPL,20_21     ,African,F,ISIZULU,Student,UMLAZI,KwaZulu-Natal,1.0
13895065,0601_0800,F,DIPL,29_34     ,African,M,SESOTHO,Unemployed,JOHANNESBURG,Gauteng,1.0
14221319,1201_1300,T,DEGR,29_34     ,African,F,ISIXHOSA,Employed,PRETORIA,Gauteng,1.0
12671759,0000_0000,F,DEGR,18_19     ,White,F,AFRIKAANS,Employed,KRUGERSDORP,Gauteng,1.0
12671921,0000_0000,F,DEGR,18_19     ,White,M,ENGLISH,Unemployed,KEMPTON PARK,Gauteng,1.0
13897068,1151_1200,T,MATR,41_50     ,Indian,M,ENGLISH,Employed,WYNBERG,Western Cape,1.0
12968541,1151_1200,T,DEGR,26_28     ,African,F,ISIZULU,Employed,PORT SHEPSTONE,KwaZulu-Natal,1.0
12968719,0901_0950,T,DIPL,24_25     ,African,F,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1.0
12450911,0000_0000,T,DEGR,26_28     ,African,M,SESOTHO,Employed,VANDERBIJLPARK,Gauteng,1.0
12451538,0000_0000,F,DEGR,18_19     ,White,M,ENGLISH,Unemployed,RANDBURG,Gauteng,1.0
14552935,1101_1150,T,DEGR,20_21     ,White,M,AFR/ENG,Unemployed,CAPE TOWN,Western Cape,1.0
13413133,1201_1300,F,DEGR,22_23     ,White,M,AFRIKAANS,Employed,GROBLERSDAL,North Eastern,1.0
13899427,1301_1400,F,DEGR,20_21     ,White,F,ENGLISH,Employed,BLOEMFONTEIN,Midlands,1.0
13900743,1001_1050,T,SENR,35_40     ,African,M,ENGLISH,Employed,KEMPTON PARK,Gauteng,1.0
14221874,0601_0800,T,SENR,29_34     ,African,F,XITSONGA,Employed,PRETORIA,Gauteng,1.0
14222196,1101_1150,F,DEGR,26_28     ,African,M,ENGLISH,Unemployed,BRITS,Midlands,1.0
14223103,0000_0000,T,KWAL,29_34     ,African,F,OTHER AFRICAN LANGUAGES,Employed,Unknown,Unknown,1.0
14223551,0901_0950,T,SENR,29_34     ,African,F,ISIXHOSA,Employed,KUILS RIVER,Western Cape,1.0
13416151,1101_1150,T,DEGR,26_28     ,African,F,ISIXHOSA,Employed,UMZIMKULU,Eastern Cape,1.0
14226690,1201_1300,T,DEGR,20_21     ,African,M,ISIZULU,Unemployed,MIDDELBURG (Mphumalanga),North Eastern,1.0
13423008,0001_0600,T,KWAL,26_28     ,African,M,ENGLISH,Employed,RANDBURG,Gauteng,1.0
14561031,1151_1200,T,DEGR,24_25     ,Coloured,M,AFRIKAANS,Unemployed,KIMBERLEY,Midlands,1.0
14562337,1151_1200,F,DEGR,26_28     ,African,F,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1.0
14230207,1301_1400,F,DEGR,20_21     ,Indian,M,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1.0
14231481,0000_0000,F,DEGR,18_19     ,White,M,ENGLISH,Employed,PRETORIA,Gauteng,1.0
13427080,0000_0000,T,DEGR,29_34     ,White,M,AFR/ENG,Employed,KRUGERSDORP,Gauteng,1.0
12974824,1201_1300,T,DEGR,26_28     ,African,F,XITSONGA,Employed,RANDBURG,Gauteng,1.0
14233840,0901_0950,T,DEGR,29_34     ,African,M,ISIZULU,Employed,UMLAZI,KwaZulu-Natal,1.0
12676696,0000_0000,F,DEGR,18_19     ,White,F,ENGLISH,Unemployed,RANDBURG,Gauteng,1.0
13431646,1201_1300,T,DEGR,26_28     ,African,F,ISIZULU,Employed,BARBERTON,North Eastern,1.0
12978994,0000_0000,T,DEGR,29_34     ,African,F,NORTHERN SOTHO,Unemployed,PIETERSBURG,North Eastern,1.0
12979133,0000_0000,T,DEGR,24_25     ,African,F,ISIZULU,Unemployed,BOKSBURG,Gauteng,1.0
12680197,1001_1050,F,DIPL,29_34     ,African,M,ISIZULU,Employed,MTUNZINI,KwaZulu-Natal,1.0
12680928,1201_1300,F,DEGR,20_21     ,White,F,AFR/ENG,Employed,BENONI,Gauteng,1.0
14569757,1201_1300,T,DEGR,26_28     ,White,M,ENGLISH,Unemployed,BLOEMFONTEIN,Midlands,1.0
14572742,1301_1400,T,DEGR,24_25     ,African,M,SETSWANA,Employed,SOSHANGUWE,Gauteng,1.0
14238621,1001_1050,T,DEGR,26_28     ,African,F,ISIXHOSA,Employed,LUSIKISIKI,Eastern Cape,1.0
14238769,0001_0600,F,MATR,18_19     ,White,M,ENGLISH,Unemployed,RANDBURG,Gauteng,1.0
12682696,1201_1300,T,DEGR,22_23     ,African,M,SETSWANA,Unemployed,PIETERSBURG,North Eastern,1.0
12683506,0000_0000,T,DEGR,26_28     ,African,F,ISIXHOSA,Employed,BIZANA,KwaZulu-Natal,1.0
12683660,1201_1300,T,DEGR,18_19     ,African,M,ISIZULU,Unemployed,UMLAZI,KwaZulu-Natal,1.0
14578748,1051_1100,T,DEGR,20_21     ,African,M,NORTHERN SOTHO,Employed,THABAMOOPO,North Eastern,1.0
14246265,1201_1300,T,DEGR,24_25     ,African,M,ENGLISH,Unemployed,PRETORIA,Gauteng,1.0
14247245,0000_0000,T,DEGR,24_25     ,African,F,OTHER AFRICAN LANGUAGES,Employed,JOHANNESBURG,Gauteng,1.0
14579992,0000_0000,T,KWAL,41_50     ,African,F,NORTHERN SOTHO,Employed,RANDBURG,Gauteng,1.0
14581943,0000_0000,T,DEGR,18_19     ,No information,M,ENGLISH,Employed,WELKOM,Midlands,1.0
14248713,1301_1400,T,DEGR,20_21     ,Coloured,M,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1.0
14248888,1151_1200,T,DEGR,24_25     ,African,M,ENGLISH,Employed,PRETORIA,Gauteng,1.0
13914558,1201_1300,F,DEGR,20_21     ,African,F,ENGLISH,Unemployed,BELLVILLE,Western Cape,1.0
14582602,1301_1400,T,DEGR,24_25     ,Coloured,F,AFR/ENG,Unemployed,GORDONIA,Midlands,1.0
14583814,1301_1400,T,DEGR,24_25     ,African,M,ISIZULU,Employed,MTUNZINI,KwaZulu-Natal,1.0
33199978,1401_3000,T,MATR,41_50     ,White,M,AFRIKAANS,Employed,PRETORIA,Gauteng,1.0
33870726,1301_1400,T,MATR,35_40     ,Indian,M,ENGLISH,Employed,RANDBURG,Gauteng,1.0
33920801,1001_1050,T,SENR,41_50     ,African,F,ISIXHOSA,Employed,EAST LONDON,Eastern Cape,1.0
12687876,1101_1150,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Employed,WONDERBOOM,Gauteng,1.0
14589219,1151_1200,T,DEGR,26_28     ,Coloured,M,ENGLISH,Employed,RIVERSDALE,Western Cape,1.0
14589920,1201_1300,T,MATR,29_34     ,African,M,ENGLISH,Employed,RANDBURG,Gauteng,1.0
12692063,1151_1200,T,MATR,29_34     ,White,M,ENGLISH,Employed,KEMPTON PARK,Gauteng,1.0
12692527,0000_0000,T,DEGR,29_34     ,White,F,ENGLISH,Employed,PORT ELIZABETH,Eastern Cape,1.0
12693655,0000_0000,T,DEGR,24_25     ,White,M,AFRIKAANS,Employed,BRITS,Midlands,1.0
12996925,0000_0000,T,KWAL,41_50     ,African,M,OTHER AFRICAN LANGUAGES,Employed,GOODWOOD,Western Cape,1.0
14596797,1001_1050,T,DEGR,26_28     ,Indian,M,ENGLISH,Employed,CHATSWORTH,KwaZulu-Natal,1.0
12694228,0000_0000,T,DEGR,18_19     ,Indian,M,ENGLISH,Student,RANDBURG,Gauteng,1.0
12999870,1201_1300,T,DEGR,26_28     ,Coloured,M,ENGLISH,Employed,WYNBERG,Western Cape,1.0
13000327,1151_1200,T,DEGR,20_21     ,African,F,NORTHERN SOTHO,Employed,SOUTPANSBERG,North Eastern,1.0
14602503,0601_0800,T,MATR,29_34     ,African,F,SESOTHO,Employed,KEMPTON PARK,Gauteng,1.0
12700074,0001_0600,F,DIPL,18_19     ,African,F,XITSONGA,Unemployed,KEMPTON PARK,Gauteng,1.0
13005070,1151_1200,T,DEGR,24_25     ,African,F,XITSONGA,Employed,PRETORIA,Gauteng,1.0
13005210,1051_1100,T,DEGR,29_34     ,African,F,ISIZULU,Employed,NEWCASTLE,KwaZulu-Natal,1.0
13006457,1001_1050,T,DEGR,26_28     ,African,M,SISWATI,Employed,EERSTEHOEK,North Eastern,1.0
14610846,1301_1400,F,DEGR,20_21     ,White,M,ENGLISH,Employed,PIET RETIEF,North Eastern,1.0
14612385,1151_1200,F,DEGR,20_21     ,White,M,AFRIKAANS,Employed,KRUGERSDORP,Gauteng,1.0
14613961,0000_0000,T,DEGR,24_25     ,Indian,M,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1.0
13917112,0951_1000,T,DIPL,26_28     ,African,F,ISIXHOSA,Unemployed,GOODWOOD,Western Cape,1.0
14614639,1151_1200,F,DEGR,24_25     ,Indian,M,ENGLISH,Employed,PIETERMARITZBURG,KwaZulu-Natal,1.0
13919967,0951_1000,F,DIPL,22_23     ,African,M,XITSONGA,Employed,WONDERBOOM,Gauteng,1.0
13920914,0000_0000,T,DEGR,24_25     ,Indian,F,ENGLISH,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1.0
13920949,0000_0000,T,DEGR,22_23     ,Indian,M,ENGLISH,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1.0
39694326,1101_1150,F,MATR,35_40     ,African,M,SISWATI,Employed,Unknown,Unknown,1.0
40927894,0901_0950,F,SENR,29_34     ,African,F,ISIZULU,Student,DURBAN,KwaZulu-Natal,1.0
40968035,1051_1100,T,MATR,41_50     ,African,M,SETSWANA,Employed,BLOEMFONTEIN,Midlands,1.0
14617913,0000_0000,F,DEGR,18_19     ,African,M,NORTHERN SOTHO,Unemployed,THABAMOOPO,North Eastern,1.0
14619250,0000_0000,T,DEGR,26_28     ,African,F,SETSWANA,Employed,THABAZIMBI,Midlands,1.0
41665419,1051_1100,F,MATR,35_40     ,African,M,TSHIVENDA,Employed,PRETORIA,Gauteng,1.0
41949511,1101_1150,F,MATR,41_50     ,Coloured,M,ENGLISH,Employed,PORT ELIZABETH,Eastern Cape,1.0
14250052,1201_1300,T,DEGR,20_21     ,Coloured,M,ENGLISH,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1.0
13924971,1201_1300,T,DEGR,22_23     ,White,F,AFRIKAANS,Unemployed,PRETORIA,Gauteng,1.0
42147268,0851_0900,F,MATR,29_34     ,African,M,OTHER AFRICAN LANGUAGES,Employed,KEMPTON PARK,Gauteng,1.0
42332855,0000_0000,F,KWAL,29_34     ,African,F,SETSWANA,Unemployed,SOSHANGUWE,Gauteng,1.0
42350853,0601_0800,F,KWAL,29_34     ,African,M,NORTHERN SOTHO,Unemployed,THABAMOOPO,North Eastern,1.0
12715926,1401_3000,T,MATR,29_34     ,African,M,TSHIVENDA,Employed,PRETORIA,Gauteng,1.0
14621899,0801_0850,T,DIPL,26_28     ,African,F,ISIZULU,Unemployed,ROODEPOORT,Gauteng,1.0
42447051,0951_1000,F,SENR,35_40     ,African,F,NORTHERN SOTHO,Student,THABAMOOPO,North Eastern,1.0
42991964,0951_1000,F,SENR,35_40     ,African,M,NORTHERN SOTHO,Employed,GROBLERSDAL,North Eastern,1.0
14624410,1101_1150,F,MATR,51_99     ,White,F,AFR/ENG,Employed,PRETORIA,Gauteng,1.0
13932858,1201_1300,T,DEGR,24_25     ,African,M,TSHIVENDA,Unemployed,JOHANNESBURG,Gauteng,1.0
43434662,0000_0000,T,KWAL,29_34     ,African,F,SESOTHO,Student,PRETORIA,Gauteng,1.0
43483466,1201_1300,F,MATR,29_34     ,African,M,SESOTHO,Employed,VILJOENSKROON,Midlands,1.0
43556889,1401_3000,T,KWAL,35_40     ,African,F,SESOTHO,Employed,BOTHAVILLE,Midlands,1.0
43858648,0851_0900,F,SENR,29_34     ,African,M,ISIZULU,Employed,WYNBERG,Western Cape,1.0
14630227,1151_1200,T,DEGR,26_28     ,African,F,ENGLISH,Employed,KIMBERLEY,Midlands,1.0
14631916,0000_0000,T,DIPL,26_28     ,African,M,ISIXHOSA,Unemployed,PORT ELIZABETH,Eastern Cape,1.0
12718820,0000_0000,T,KWAL,26_28     ,African,F,SESOTHO,Employed,Unknown,Unknown,1.0
12719201,0901_0950,F,DIPL,20_21     ,African,M,ENGLISH,Unemployed,UITENHAGE,Eastern Cape,1.0
14252923,0000_0000,T,ONBK,29_34     ,Coloured,M,AFR/ENG,Employed,GOODWOOD,Western Cape,1.0
13462835,0001_0600,T,KWAL,35_40     ,African,F,SESOTHO,Employed,JOHANNESBURG,Gauteng,1.0
13463901,0000_0000,T,DEGR,24_25     ,Indian,M,ENGLISH,Employed,RANDBURG,Gauteng,1.0
44776192,1201_1300,T,MATR,41_50     ,Coloured,F,AFR/ENG,Employed,KUILS RIVER,Western Cape,1.0
44856611,0000_0000,F,KWAL,29_34     ,African,M,NORTHERN SOTHO,Unemployed,ROODEPOORT,Gauteng,1.0
13028542,0951_1000,F,DIPL,24_25     ,African,M,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,1.0
13029500,0000_0000,T,DIPL,24_25     ,Coloured,F,ENGLISH,Unemployed,SOMERSET WEST,Western Cape,1.0
12721667,0000_0000,F,DEGR,18_19     ,Indian,M,ENGLISH,Employed,PRETORIA,Gauteng,1.0
12722159,0000_0000,T,DIPL,29_34     ,African,M,NORTHERN SOTHO,Employed,GERMISTON,Gauteng,1.0
44951881,0000_0000,T,DEGR,29_34     ,Indian,F,ENGLISH,Employed,PRETORIA,Gauteng,1.0
44960373,1051_1100,F,SENR,29_34     ,African,M,ISIZULU,Employed,PIETERMARITZBURG,KwaZulu-Natal,1.0
44994235,0000_0000,F,DEGR,29_34     ,Indian,F,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1.0
13466873,0000_0000,T,DEGR,22_23     ,African,M,SESOTHO,Employed,RUSTENBURG,Midlands,1.0
13467756,1201_1300,T,DEGR,22_23     ,African,M,TSHIVENDA,Employed,THOHOYANDOU,North Eastern,1.0
13467904,1301_1400,T,DEGR,29_34     ,African,M,ISIZULU,Employed,PRETORIA,Gauteng,1.0
13948975,0000_0000,F,DIPL,26_28     ,African,M,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,1.0
12724836,0901_0950,T,DIPL,20_21     ,African,M,ENGLISH,Employed,PORT ELIZABETH,Eastern Cape,1.0
45072040,0000_0000,F,DEGR,26_28     ,African,M,ISIZULU,Employed,RANDBURG,Gauteng,1.0
45370138,0601_0800,T,KWAL,29_34     ,African,M,ISIXHOSA,Employed,MOUNT CURRIE,KwaZulu-Natal,1.0
45376063,0901_0950,T,KWAL,29_34     ,African,M,SETSWANA,Employed,JOHANNESBURG,Gauteng,1.0
13470323,0851_0900,T,DIPL,26_28     ,African,M,ISIXHOSA,Employed,FLAGSTAFF,Eastern Cape,1.0
14257666,0851_0900,T,DEGR,29_34     ,African,M,XITSONGA,Employed,PINETOWN,KwaZulu-Natal,1.0
45455044,0001_0600,T,KWAL,29_34     ,African,M,ISIXHOSA,Employed,RANDBURG,Gauteng,1.0
45460180,0601_0800,F,DIPL,29_34     ,African,M,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,1.0
45461389,0000_0000,T,DIPL,29_34     ,African,F,ISIZULU,Employed,ERMELO,North Eastern,1.0
12725948,1201_1300,T,DEGR,24_25     ,White,M,AFRIKAANS,Employed,STRAND,Western Cape,1.0
14259049,0901_0950,F,DIPL,22_23     ,African,M,SESOTHO,Unemployed,SEKHUKHUNELAND,North Eastern,1.0
13475411,0001_0600,F,MATR,35_40     ,White,M,ENGLISH,Employed,BENONI,Gauteng,1.0
13954471,1101_1150,F,DEGR,20_21     ,White,F,AFRIKAANS,Unemployed,PRETORIA,Gauteng,1.0
12730302,1201_1300,T,DEGR,26_28     ,African,F,ISIZULU,Employed,UMLAZI,KwaZulu-Natal,1.0
13955343,0000_0000,F,DEGR,22_23     ,Other / Non disclosure,M,AFRIKAANS,Employed,PRETORIA,Gauteng,1.0
12730933,1201_1300,T,DEGR,26_28     ,Indian,F,ENGLISH,Employed,DURBAN,KwaZulu-Natal,1.0
