Matric_Aggregate_Group;FTEN;Matric_Status_Code;Age_Group;Race;Gender;Home_Language;Employment;Magisterial_District;Region;Class
1401_3000;F;DEGR;20_21     ;White;F;AFRIKAANS;Employed;PRETORIA;Gauteng;1
1301_1400;F;DEGR;24_25     ;White;F;AFR/ENG;Employed;VRYHEID;KwaZulu-Natal;1
1151_1200;F;DEGR;20_21     ;Coloured;F;ENGLISH;Employed;GOODWOOD;Western Cape;1
0000_0000;T;DIPL;29_34     ;African;M;SESOTHO;Employed;RANDBURG;Gauteng;1
1201_1300;T;DEGR;24_25     ;African;M;SETSWANA;Unemployed;MANKWE;Midlands;1
1201_1300;T;DEGR;24_25     ;African;F;ENGLISH;Employed;JOHANNESBURG;Gauteng;1
0951_1000;T;DIPL;26_28     ;African;M;XITSONGA;Unemployed;RANDBURG;Gauteng;1
1101_1150;F;DEGR;24_25     ;African;M;ISINDEBELE;Employed;WITBANK;North Eastern;1
0000_0000;T;DIPL;29_34     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
1101_1150;T;DEGR;29_34     ;African;F;NORTHERN SOTHO;Employed;KEMPTON PARK;Gauteng;1
1001_1050;T;DIPL;26_28     ;African;M;ISIXHOSA;Employed;UMTATA;Eastern Cape;1
1151_1200;F;DEGR;22_23     ;African;M;ENGLISH;Employed;RANDBURG;Gauteng;1
1101_1150;F;DEGR;26_28     ;African;M;XITSONGA;Employed;GERMISTON;Gauteng;1
0000_0000;T;DEGR;20_21     ;African;M;ENGLISH;Employed;PORT ELIZABETH;Eastern Cape;1
1151_1200;T;DEGR;22_23     ;Other / Non disclosure;M;ENGLISH;Employed;CAPE TOWN;Western Cape;1
1401_3000;T;DEGR;29_34     ;White;F;AFRIKAANS;Employed;HERMANUS;Western Cape;1
1201_1300;T;DEGR;26_28     ;African;F;TSHIVENDA;Employed;PRETORIA;Gauteng;1
1201_1300;T;DEGR;24_25     ;African;M;ISIZULU;Employed;CAROLINA;North Eastern;1
0000_0000;T;DEGR;26_28     ;African;F;SISWATI;Employed;NSIKAZI;North Eastern;1
1151_1200;T;DEGR;29_34     ;African;M;ISIZULU;Employed;PRETORIA;Gauteng;1
1151_1200;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
0000_0000;T;KWAL;35_40     ;African;F;SETSWANA;Employed;BOKSBURG;Gauteng;1
1001_1050;F;DIPL;24_25     ;African;M;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
1001_1050;T;DEGR;29_34     ;Coloured;M;ENGLISH;Employed;KIMBERLEY;Midlands;1
1051_1100;T;SENR;41_50     ;African;M;ISIXHOSA;Employed;BELLVILLE;Western Cape;1
0951_1000;F;DEGR;26_28     ;African;F;NORTHERN SOTHO;Employed;KEMPTON PARK;Gauteng;1
0000_0000;T;DEGR;24_25     ;African;M;XITSONGA;Student;WONDERBOOM;Gauteng;1
0000_0000;F;DEGR;18_19     ;White;M;ENGLISH;Unemployed;GORDONIA;Midlands;1
0000_0000;T;KWAL;29_34     ;Other / Non disclosure;F;OTHER FOREIGN LANGUAGES;Employed;Unknown;Unknown;1
1201_1300;T;DEGR;26_28     ;African;M;ISIZULU;Employed;NONGOMA;KwaZulu-Natal;1
1401_3000;T;DEGR;26_28     ;African;F;NORTHERN SOTHO;Employed;THABAMOOPO;North Eastern;1
0000_0000;F;DEGR;35_40     ;African;M;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;1
1101_1150;T;DIPL;22_23     ;African;F;ISIZULU;Unemployed;INANDA;KwaZulu-Natal;1
0901_0950;F;DIPL;26_28     ;African;M;NORTHERN SOTHO;Employed;LYDENBURG;North Eastern;1
1101_1150;T;DIPL;20_21     ;African;F;ISIZULU;Student;UMLAZI;KwaZulu-Natal;1
0601_0800;F;DIPL;29_34     ;African;M;SESOTHO;Unemployed;JOHANNESBURG;Gauteng;1
1201_1300;T;DEGR;29_34     ;African;F;ISIXHOSA;Employed;PRETORIA;Gauteng;1
0000_0000;F;DEGR;18_19     ;White;F;AFRIKAANS;Employed;KRUGERSDORP;Gauteng;1
0000_0000;F;DEGR;18_19     ;White;M;ENGLISH;Unemployed;KEMPTON PARK;Gauteng;1
1151_1200;T;MATR;41_50     ;Indian;M;ENGLISH;Employed;WYNBERG;Western Cape;1
1151_1200;T;DEGR;26_28     ;African;F;ISIZULU;Employed;PORT SHEPSTONE;KwaZulu-Natal;1
0901_0950;T;DIPL;24_25     ;African;F;ENGLISH;Unemployed;JOHANNESBURG;Gauteng;1
0000_0000;T;DEGR;26_28     ;African;M;SESOTHO;Employed;VANDERBIJLPARK;Gauteng;1
0000_0000;F;DEGR;18_19     ;White;M;ENGLISH;Unemployed;RANDBURG;Gauteng;1
1101_1150;T;DEGR;20_21     ;White;M;AFR/ENG;Unemployed;CAPE TOWN;Western Cape;1
1201_1300;F;DEGR;22_23     ;White;M;AFRIKAANS;Employed;GROBLERSDAL;North Eastern;1
1301_1400;F;DEGR;20_21     ;White;F;ENGLISH;Employed;BLOEMFONTEIN;Midlands;1
1001_1050;T;SENR;35_40     ;African;M;ENGLISH;Employed;KEMPTON PARK;Gauteng;1
0601_0800;T;SENR;29_34     ;African;F;XITSONGA;Employed;PRETORIA;Gauteng;1
1101_1150;F;DEGR;26_28     ;African;M;ENGLISH;Unemployed;BRITS;Midlands;1
0000_0000;T;KWAL;29_34     ;African;F;OTHER AFRICAN LANGUAGES;Employed;Unknown;Unknown;1
0901_0950;T;SENR;29_34     ;African;F;ISIXHOSA;Employed;KUILS RIVER;Western Cape;1
1101_1150;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;UMZIMKULU;Eastern Cape;1
1201_1300;T;DEGR;20_21     ;African;M;ISIZULU;Unemployed;MIDDELBURG (Mphumalanga);North Eastern;1
0001_0600;T;KWAL;26_28     ;African;M;ENGLISH;Employed;RANDBURG;Gauteng;1
1151_1200;T;DEGR;24_25     ;Coloured;M;AFRIKAANS;Unemployed;KIMBERLEY;Midlands;1
1151_1200;F;DEGR;26_28     ;African;F;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
1301_1400;F;DEGR;20_21     ;Indian;M;ENGLISH;Unemployed;JOHANNESBURG;Gauteng;1
0000_0000;F;DEGR;18_19     ;White;M;ENGLISH;Employed;PRETORIA;Gauteng;1
0000_0000;T;DEGR;29_34     ;White;M;AFR/ENG;Employed;KRUGERSDORP;Gauteng;1
1201_1300;T;DEGR;26_28     ;African;F;XITSONGA;Employed;RANDBURG;Gauteng;1
0901_0950;T;DEGR;29_34     ;African;M;ISIZULU;Employed;UMLAZI;KwaZulu-Natal;1
0000_0000;F;DEGR;18_19     ;White;F;ENGLISH;Unemployed;RANDBURG;Gauteng;1
1201_1300;T;DEGR;26_28     ;African;F;ISIZULU;Employed;BARBERTON;North Eastern;1
0000_0000;T;DEGR;29_34     ;African;F;NORTHERN SOTHO;Unemployed;PIETERSBURG;North Eastern;1
0000_0000;T;DEGR;24_25     ;African;F;ISIZULU;Unemployed;BOKSBURG;Gauteng;1
1001_1050;F;DIPL;29_34     ;African;M;ISIZULU;Employed;MTUNZINI;KwaZulu-Natal;1
1201_1300;F;DEGR;20_21     ;White;F;AFR/ENG;Employed;BENONI;Gauteng;1
1201_1300;T;DEGR;26_28     ;White;M;ENGLISH;Unemployed;BLOEMFONTEIN;Midlands;1
1301_1400;T;DEGR;24_25     ;African;M;SETSWANA;Employed;SOSHANGUWE;Gauteng;1
1001_1050;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;LUSIKISIKI;Eastern Cape;1
0001_0600;F;MATR;18_19     ;White;M;ENGLISH;Unemployed;RANDBURG;Gauteng;1
1201_1300;T;DEGR;22_23     ;African;M;SETSWANA;Unemployed;PIETERSBURG;North Eastern;1
0000_0000;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;BIZANA;KwaZulu-Natal;1
1201_1300;T;DEGR;18_19     ;African;M;ISIZULU;Unemployed;UMLAZI;KwaZulu-Natal;1
1051_1100;T;DEGR;20_21     ;African;M;NORTHERN SOTHO;Employed;THABAMOOPO;North Eastern;1
1201_1300;T;DEGR;24_25     ;African;M;ENGLISH;Unemployed;PRETORIA;Gauteng;1
0000_0000;T;DEGR;24_25     ;African;F;OTHER AFRICAN LANGUAGES;Employed;JOHANNESBURG;Gauteng;1
0000_0000;T;KWAL;41_50     ;African;F;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;1
0000_0000;T;DEGR;18_19     ;No information;M;ENGLISH;Employed;WELKOM;Midlands;1
1301_1400;T;DEGR;20_21     ;Coloured;M;ENGLISH;Unemployed;JOHANNESBURG;Gauteng;1
1151_1200;T;DEGR;24_25     ;African;M;ENGLISH;Employed;PRETORIA;Gauteng;1
1201_1300;F;DEGR;20_21     ;African;F;ENGLISH;Unemployed;BELLVILLE;Western Cape;1
1301_1400;T;DEGR;24_25     ;Coloured;F;AFR/ENG;Unemployed;GORDONIA;Midlands;1
1301_1400;T;DEGR;24_25     ;African;M;ISIZULU;Employed;MTUNZINI;KwaZulu-Natal;1
1401_3000;T;MATR;41_50     ;White;M;AFRIKAANS;Employed;PRETORIA;Gauteng;1
1301_1400;T;MATR;35_40     ;Indian;M;ENGLISH;Employed;RANDBURG;Gauteng;1
1001_1050;T;SENR;41_50     ;African;F;ISIXHOSA;Employed;EAST LONDON;Eastern Cape;1
1101_1150;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Employed;WONDERBOOM;Gauteng;1
1151_1200;T;DEGR;26_28     ;Coloured;M;ENGLISH;Employed;RIVERSDALE;Western Cape;1
1201_1300;T;MATR;29_34     ;African;M;ENGLISH;Employed;RANDBURG;Gauteng;1
1151_1200;T;MATR;29_34     ;White;M;ENGLISH;Employed;KEMPTON PARK;Gauteng;1
0000_0000;T;DEGR;29_34     ;White;F;ENGLISH;Employed;PORT ELIZABETH;Eastern Cape;1
0000_0000;T;DEGR;24_25     ;White;M;AFRIKAANS;Employed;BRITS;Midlands;1
0000_0000;T;KWAL;41_50     ;African;M;OTHER AFRICAN LANGUAGES;Employed;GOODWOOD;Western Cape;1
1001_1050;T;DEGR;26_28     ;Indian;M;ENGLISH;Employed;CHATSWORTH;KwaZulu-Natal;1
0000_0000;T;DEGR;18_19     ;Indian;M;ENGLISH;Student;RANDBURG;Gauteng;1
1201_1300;T;DEGR;26_28     ;Coloured;M;ENGLISH;Employed;WYNBERG;Western Cape;1
1151_1200;T;DEGR;20_21     ;African;F;NORTHERN SOTHO;Employed;SOUTPANSBERG;North Eastern;1
0601_0800;T;MATR;29_34     ;African;F;SESOTHO;Employed;KEMPTON PARK;Gauteng;1
0001_0600;F;DIPL;18_19     ;African;F;XITSONGA;Unemployed;KEMPTON PARK;Gauteng;1
1151_1200;T;DEGR;24_25     ;African;F;XITSONGA;Employed;PRETORIA;Gauteng;1
1051_1100;T;DEGR;29_34     ;African;F;ISIZULU;Employed;NEWCASTLE;KwaZulu-Natal;1
1001_1050;T;DEGR;26_28     ;African;M;SISWATI;Employed;EERSTEHOEK;North Eastern;1
1301_1400;F;DEGR;20_21     ;White;M;ENGLISH;Employed;PIET RETIEF;North Eastern;1
1151_1200;F;DEGR;20_21     ;White;M;AFRIKAANS;Employed;KRUGERSDORP;Gauteng;1
0000_0000;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
0951_1000;T;DIPL;26_28     ;African;F;ISIXHOSA;Unemployed;GOODWOOD;Western Cape;1
1151_1200;F;DEGR;24_25     ;Indian;M;ENGLISH;Employed;PIETERMARITZBURG;KwaZulu-Natal;1
0951_1000;F;DIPL;22_23     ;African;M;XITSONGA;Employed;WONDERBOOM;Gauteng;1
0000_0000;T;DEGR;24_25     ;Indian;F;ENGLISH;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;1
0000_0000;T;DEGR;22_23     ;Indian;M;ENGLISH;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;1
1101_1150;F;MATR;35_40     ;African;M;SISWATI;Employed;Unknown;Unknown;1
0901_0950;F;SENR;29_34     ;African;F;ISIZULU;Student;DURBAN;KwaZulu-Natal;1
1051_1100;T;MATR;41_50     ;African;M;SETSWANA;Employed;BLOEMFONTEIN;Midlands;1
0000_0000;F;DEGR;18_19     ;African;M;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
0000_0000;T;DEGR;26_28     ;African;F;SETSWANA;Employed;THABAZIMBI;Midlands;1
1051_1100;F;MATR;35_40     ;African;M;TSHIVENDA;Employed;PRETORIA;Gauteng;1
1101_1150;F;MATR;41_50     ;Coloured;M;ENGLISH;Employed;PORT ELIZABETH;Eastern Cape;1
1201_1300;T;DEGR;20_21     ;Coloured;M;ENGLISH;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;1
1201_1300;T;DEGR;22_23     ;White;F;AFRIKAANS;Unemployed;PRETORIA;Gauteng;1
0851_0900;F;MATR;29_34     ;African;M;OTHER AFRICAN LANGUAGES;Employed;KEMPTON PARK;Gauteng;1
0000_0000;F;KWAL;29_34     ;African;F;SETSWANA;Unemployed;SOSHANGUWE;Gauteng;1
0601_0800;F;KWAL;29_34     ;African;M;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
1401_3000;T;MATR;29_34     ;African;M;TSHIVENDA;Employed;PRETORIA;Gauteng;1
0801_0850;T;DIPL;26_28     ;African;F;ISIZULU;Unemployed;ROODEPOORT;Gauteng;1
0951_1000;F;SENR;35_40     ;African;F;NORTHERN SOTHO;Student;THABAMOOPO;North Eastern;1
0951_1000;F;SENR;35_40     ;African;M;NORTHERN SOTHO;Employed;GROBLERSDAL;North Eastern;1
1101_1150;F;MATR;51_99     ;White;F;AFR/ENG;Employed;PRETORIA;Gauteng;1
1201_1300;T;DEGR;24_25     ;African;M;TSHIVENDA;Unemployed;JOHANNESBURG;Gauteng;1
0000_0000;T;KWAL;29_34     ;African;F;SESOTHO;Student;PRETORIA;Gauteng;1
1201_1300;F;MATR;29_34     ;African;M;SESOTHO;Employed;VILJOENSKROON;Midlands;1
1401_3000;T;KWAL;35_40     ;African;F;SESOTHO;Employed;BOTHAVILLE;Midlands;1
0851_0900;F;SENR;29_34     ;African;M;ISIZULU;Employed;WYNBERG;Western Cape;1
1151_1200;T;DEGR;26_28     ;African;F;ENGLISH;Employed;KIMBERLEY;Midlands;1
0000_0000;T;DIPL;26_28     ;African;M;ISIXHOSA;Unemployed;PORT ELIZABETH;Eastern Cape;1
0000_0000;T;KWAL;26_28     ;African;F;SESOTHO;Employed;Unknown;Unknown;1
0901_0950;F;DIPL;20_21     ;African;M;ENGLISH;Unemployed;UITENHAGE;Eastern Cape;1
0000_0000;T;ONBK;29_34     ;Coloured;M;AFR/ENG;Employed;GOODWOOD;Western Cape;1
0001_0600;T;KWAL;35_40     ;African;F;SESOTHO;Employed;JOHANNESBURG;Gauteng;1
0000_0000;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;RANDBURG;Gauteng;1
1201_1300;T;MATR;41_50     ;Coloured;F;AFR/ENG;Employed;KUILS RIVER;Western Cape;1
0000_0000;F;KWAL;29_34     ;African;M;NORTHERN SOTHO;Unemployed;ROODEPOORT;Gauteng;1
0951_1000;F;DIPL;24_25     ;African;M;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
0000_0000;T;DIPL;24_25     ;Coloured;F;ENGLISH;Unemployed;SOMERSET WEST;Western Cape;1
0000_0000;F;DEGR;18_19     ;Indian;M;ENGLISH;Employed;PRETORIA;Gauteng;1
0000_0000;T;DIPL;29_34     ;African;M;NORTHERN SOTHO;Employed;GERMISTON;Gauteng;1
0000_0000;T;DEGR;29_34     ;Indian;F;ENGLISH;Employed;PRETORIA;Gauteng;1
1051_1100;F;SENR;29_34     ;African;M;ISIZULU;Employed;PIETERMARITZBURG;KwaZulu-Natal;1
0000_0000;F;DEGR;29_34     ;Indian;F;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
0000_0000;T;DEGR;22_23     ;African;M;SESOTHO;Employed;RUSTENBURG;Midlands;1
1201_1300;T;DEGR;22_23     ;African;M;TSHIVENDA;Employed;THOHOYANDOU;North Eastern;1
1301_1400;T;DEGR;29_34     ;African;M;ISIZULU;Employed;PRETORIA;Gauteng;1
0000_0000;F;DIPL;26_28     ;African;M;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;1
0901_0950;T;DIPL;20_21     ;African;M;ENGLISH;Employed;PORT ELIZABETH;Eastern Cape;1
0000_0000;F;DEGR;26_28     ;African;M;ISIZULU;Employed;RANDBURG;Gauteng;1
0601_0800;T;KWAL;29_34     ;African;M;ISIXHOSA;Employed;MOUNT CURRIE;KwaZulu-Natal;1
0901_0950;T;KWAL;29_34     ;African;M;SETSWANA;Employed;JOHANNESBURG;Gauteng;1
0851_0900;T;DIPL;26_28     ;African;M;ISIXHOSA;Employed;FLAGSTAFF;Eastern Cape;1
0851_0900;T;DEGR;29_34     ;African;M;XITSONGA;Employed;PINETOWN;KwaZulu-Natal;1
0001_0600;T;KWAL;29_34     ;African;M;ISIXHOSA;Employed;RANDBURG;Gauteng;1
0601_0800;F;DIPL;29_34     ;African;M;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;1
0000_0000;T;DIPL;29_34     ;African;F;ISIZULU;Employed;ERMELO;North Eastern;1
1201_1300;T;DEGR;24_25     ;White;M;AFRIKAANS;Employed;STRAND;Western Cape;1
0901_0950;F;DIPL;22_23     ;African;M;SESOTHO;Unemployed;SEKHUKHUNELAND;North Eastern;1
0001_0600;F;MATR;35_40     ;White;M;ENGLISH;Employed;BENONI;Gauteng;1
1101_1150;F;DEGR;20_21     ;White;F;AFRIKAANS;Unemployed;PRETORIA;Gauteng;1
1201_1300;T;DEGR;26_28     ;African;F;ISIZULU;Employed;UMLAZI;KwaZulu-Natal;1
0000_0000;F;DEGR;22_23     ;Other / Non disclosure;M;AFRIKAANS;Employed;PRETORIA;Gauteng;1
1201_1300;T;DEGR;26_28     ;Indian;F;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
1001_1050;T;SENR;29_34     ;African;M;ISINDEBELE;Employed;MIDDELBURG (Mphumalanga);North Eastern;1
1201_1300;F;DEGR;22_23     ;African;F;ENGLISH;Unemployed;GERMISTON;Gauteng;1
0000_0000;T;DEGR;26_28     ;African;M;ENGLISH;Unemployed;BOKSBURG;Gauteng;1
0000_0000;F;DEGR;18_19     ;African;M;ENGLISH;Unemployed;JOHANNESBURG;Gauteng;1
1101_1150;F;MATR;29_34     ;African;F;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;1
0951_1000;F;DIPL;29_34     ;African;M;ISIXHOSA;Employed;JOHANNESBURG;Gauteng;1
0901_0950;T;DEGR;20_21     ;African;M;NORTHERN SOTHO;Employed;PIETERSBURG;North Eastern;1
1201_1300;T;DEGR;29_34     ;African;F;ISIZULU;Employed;ALBERTON;Gauteng;1
1301_1400;T;DEGR;24_25     ;African;F;ISIZULU;Employed;HIGHVELD RIDGE;North Eastern;1
1301_1400;F;DEGR;29_34     ;African;F;ISIZULU;Employed;UMZINTO;KwaZulu-Natal;1
0851_0900;T;MATR;29_34     ;African;M;SISWATI;Employed;KEMPTON PARK;Gauteng;1
1401_3000;T;DEGR;24_25     ;Indian;F;ENGLISH;Employed;VEREENIGING;Gauteng;1
1201_1300;T;DEGR;24_25     ;African;F;TSHIVENDA;Unemployed;DZANANI;North Eastern;1
0000_0000;F;DEGR;20_21     ;African;F;NORTHERN SOTHO;Unemployed;MOKOPANE;North Eastern;1
1301_1400;F;DEGR;20_21     ;White;M;ENGLISH;Unemployed;GERMISTON;Gauteng;1
0000_0000;T;DEGR;24_25     ;White;F;ENGLISH;Employed;Unknown;Unknown;1
0000_0000;T;DEGR;29_34     ;White;M;ENGLISH;Employed;ALBERTON;Gauteng;1
1201_1300;T;DEGR;24_25     ;African;M;TSHIVENDA;Employed;THOHOYANDOU;North Eastern;1
0000_0000;F;DEGR;18_19     ;Indian;M;ENGLISH;Unemployed;NEW HANOVER;KwaZulu-Natal;1
0000_0000;T;KWAL;41_50     ;African;M;NAMA;Employed;Unknown;Unknown;1
0000_0000;T;KWAL;26_28     ;African;M;OTHER AFRICAN LANGUAGES;Employed;Unknown;Unknown;1
0000_0000;F;DEGR;24_25     ;African;F;SESOTHO;Unemployed;NEBO;North Eastern;1
0000_0000;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;KUILS RIVER;Western Cape;1
1401_3000;F;MATR;35_40     ;Indian;M;ENGLISH;Employed;BOKSBURG;Gauteng;1
1401_3000;T;MATR;35_40     ;White;F;ENGLISH;Employed;PIETERMARITZBURG;KwaZulu-Natal;1
1151_1200;F;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;GROBLERSDAL;North Eastern;1
0901_0950;F;DIPL;29_34     ;African;F;NORTHERN SOTHO;Employed;SEKHUKHUNELAND;North Eastern;1
0000_0000;T;DEGR;24_25     ;Other / Non disclosure;M;ENGLISH;Employed;EAST LONDON;Eastern Cape;1
0801_0850;F;HCER;29_34     ;African;F;SISWATI;Unemployed;ALBERTON;Gauteng;1
0951_1000;T;SENR;35_40     ;African;F;ISIXHOSA;Employed;RANDBURG;Gauteng;1
1151_1200;T;DEGR;24_25     ;White;M;AFR/ENG;Employed;RANDBURG;Gauteng;1
1151_1200;T;DEGR;22_23     ;African;F;SESOTHO;Employed;DURBAN;KwaZulu-Natal;1
1051_1100;F;DIPL;29_34     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
1301_1400;T;MATR;29_34     ;African;M;ENGLISH;Employed;RANDBURG;Gauteng;1
0000_0000;T;DEGR;26_28     ;African;F;ISIXHOSA;Unemployed;KEMPTON PARK;Gauteng;1
0801_0850;T;HCER;29_34     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
1301_1400;T;DEGR;26_28     ;African;M;TSHIVENDA;Employed;THOHOYANDOU;North Eastern;1
1101_1150;F;DEGR;20_21     ;Indian;F;ENGLISH;Unemployed;DURBAN;KwaZulu-Natal;1
1301_1400;T;DEGR;24_25     ;African;F;NORTHERN SOTHO;Employed;SENWABARWANA;North Eastern;1
1151_1200;T;DEGR;24_25     ;African;M;ENGLISH;Employed;VEREENIGING;Gauteng;1
1301_1400;F;DEGR;26_28     ;African;F;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;1
0901_0950;F;DIPL;20_21     ;African;F;SETSWANA;Unemployed;DELAREYVILLE;Midlands;1
0000_0000;F;DEGR;18_19     ;White;M;ENGLISH;Unemployed;PINETOWN;KwaZulu-Natal;1
0000_0000;T;DEGR;18_19     ;Coloured;M;ENGLISH;Unemployed;PINETOWN;KwaZulu-Natal;1
1201_1300;T;DEGR;26_28     ;African;F;SISWATI;Employed;PRETORIA;Gauteng;1
1201_1300;T;DEGR;20_21     ;African;M;ISIZULU;Student;ESHOWE;KwaZulu-Natal;1
0000_0000;F;DIPL;20_21     ;African;M;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;1
0000_0000;T;DEGR;22_23     ;Indian;M;ENGLISH;Unemployed;PRETORIA;Gauteng;1
1001_1050;T;DEGR;26_28     ;African;F;SETSWANA;Unemployed;GARANKUWA;Midlands;1
1101_1150;T;DEGR;22_23     ;Indian;F;ENGLISH;Unemployed;PRETORIA;Gauteng;1
1301_1400;F;DEGR;20_21     ;White;M;ENGLISH;Unemployed;KEMPTON PARK;Gauteng;1
0000_0000;F;DEGR;22_23     ;African;F;ISIXHOSA;Unemployed;UITENHAGE;Eastern Cape;1
1301_1400;T;DEGR;20_21     ;Coloured;F;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
0801_0850;T;DEGR;29_34     ;African;M;SESOTHO;Employed;PRETORIA;Gauteng;1
1301_1400;T;DEGR;24_25     ;African;M;XITSONGA;Unemployed;SOSHANGUWE;Gauteng;1
1151_1200;F;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;PIETERSBURG;North Eastern;1
1201_1300;T;DEGR;20_21     ;White;M;ENGLISH;Employed;PRETORIA;Gauteng;1
1201_1300;T;DEGR;26_28     ;African;F;ISIZULU;Employed;HLABISA;KwaZulu-Natal;1
1301_1400;T;DEGR;26_28     ;Coloured;F;ENGLISH;Employed;BELLVILLE;Western Cape;1
1051_1100;F;DEGR;20_21     ;African;F;ISIXHOSA;Unemployed;JOHANNESBURG;Gauteng;1
0901_0950;F;DEGR;20_21     ;African;M;OTHER AFRICAN LANGUAGES;Unemployed;BOKSBURG;Gauteng;1
1101_1150;F;DIPL;26_28     ;African;M;ISIZULU;Unemployed;MTUNZINI;KwaZulu-Natal;1
0000_0000;T;KWAL;29_34     ;African;F;TSHIVENDA;Employed;PRETORIA;Gauteng;1
0000_0000;F;DEGR;20_21     ;White;M;ENGLISH;Student;GERMISTON;Gauteng;1
0901_0950;T;DEGR;20_21     ;Indian;M;ENGLISH;Unemployed;JOHANNESBURG;Gauteng;1
0000_0000;T;KWAL;24_25     ;African;F;SESOTHO;Employed;LADYBRAND;Midlands;1
0901_0950;T;DIPL;26_28     ;African;F;SESOTHO;Unemployed;VANDERBIJLPARK;Gauteng;1
1101_1150;T;DEGR;29_34     ;African;F;ISIZULU;Unemployed;MIDDELBURG (Mphumalanga);North Eastern;1
1151_1200;T;DEGR;29_34     ;White;M;ENGLISH;Employed;PRETORIA;Gauteng;1
0601_0800;T;DEGR;29_34     ;African;M;TSHIVENDA;Employed;HIGHVELD RIDGE;North Eastern;1
1151_1200;T;DEGR;26_28     ;African;M;SETSWANA;Employed;WONDERBOOM;Gauteng;1
1201_1300;T;DEGR;22_23     ;African;F;ISIXHOSA;Employed;MITCHELLS PLAIN;Western Cape;1
0001_0600;F;KWAL;29_34     ;African;F;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;1
1301_1400;F;DEGR;26_28     ;African;M;ISIZULU;Employed;INANDA;KwaZulu-Natal;1
1201_1300;F;DEGR;24_25     ;White;M;AFRIKAANS;Employed;PRETORIA;Gauteng;1
1051_1100;T;DEGR;20_21     ;African;M;OTHER AFRICAN LANGUAGES;Unemployed;KEMPTON PARK;Gauteng;1
0000_0000;T;KWAL;35_40     ;African;M;SETSWANA;Employed;RANDBURG;Gauteng;1
0000_0000;F;DIPL;22_23     ;African;M;NORTHERN SOTHO;Unemployed;PRETORIA;Gauteng;1
1401_3000;F;MATR;29_34     ;White;F;ENGLISH;Employed;VEREENIGING;Gauteng;1
1201_1300;T;MATR;35_40     ;Indian;F;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
0000_0000;F;DEGR;20_21     ;African;M;NORTHERN SOTHO;Unemployed;WITBANK;North Eastern;1
0000_0000;T;DEGR;26_28     ;Coloured;M;AFRIKAANS;Employed;CALEDON;Western Cape;1
1101_1150;T;DEGR;20_21     ;White;M;AFR/ENG;Unemployed;KEMPTON PARK;Gauteng;1
0000_0000;F;DEGR;18_19     ;Indian;M;ENGLISH;Unemployed;NEWCASTLE;KwaZulu-Natal;1
1151_1200;T;DEGR;26_28     ;African;M;SISWATI;Unemployed;MAPULANENG;North Eastern;1
0001_0600;F;VOOR;26_28     ;African;M;SHONA;Unemployed;RANDBURG;Gauteng;1
1401_3000;T;MATR;35_40     ;African;M;SETSWANA;Employed;PRETORIA;Gauteng;1
1201_1300;T;DEGR;29_34     ;African;F;ISIZULU;Unemployed;PRETORIA;Gauteng;1
1201_1300;T;DEGR;26_28     ;African;M;ISIZULU;Employed;PRETORIA;Gauteng;1
0000_0000;F;DEGR;29_34     ;White;M;AFRIKAANS;Unemployed;LYDENBURG;North Eastern;1
1001_1050;F;DEGR;29_34     ;African;F;TSHIVENDA;Unemployed;ROODEPOORT;Gauteng;1
