Student_Number;FTEN;Matric_Status_Code;Age_Group;Race;Gender;Home_Language;Employment;Magisterial_District;Region;Class
59330966;F;DEGR;26_28     ;African;M;ISIZULU;Unemployed;MTUNZINI;KwaZulu-Natal;0
58276782;T;KWAL;29_34     ;African;F;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;0
13646100;F;KWAL;29_34     ;African;M;FRENCH;Employed;RANDBURG;Gauteng;0
60445251;F;DEGR;26_28     ;African;M;TSHIVENDA;Student;SOSHANGUWE;Gauteng;0
60447809;F;DEGR;29_34     ;African;M;SETSWANA;Employed;ODENDAALSRUS;Midlands;0
14424198;T;DEGR;26_28     ;African;F;ISINDEBELE;Employed;MKOBOLA;North Eastern;0
14426166;T;DEGR;22_23     ;African;M;SESOTHO;Employed;VIRGINIA;Midlands;0
14427855;F;MATR;29_34     ;Coloured;F;AFR/ENG;Employed;CAPE TOWN;Western Cape;0
60484955;F;KWAL;29_34     ;African;M;TSHIVENDA;Employed;PRETORIA;Gauteng;0
59484254;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;0
56586342;F;DEGR;26_28     ;African;M;SESOTHO;Unemployed;SASOLBURG;Gauteng;0
14433270;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;JOHANNESBURG;Gauteng;0
59513785;F;DEGR;29_34     ;African;F;NORTHERN SOTHO;Employed;MOKERONG;North Eastern;0
59533403;F;DEGR;29_34     ;African;M;XITSONGA;Unemployed;BOKSBURG;Gauteng;0
14435607;T;HCER;29_34     ;Coloured;M;ENGLISH;Employed;WYNBERG;Western Cape;0
14437257;T;DEGR;20_21     ;White;M;AFRIKAANS;Employed;KLERKSDORP;Midlands;0
60535223;F;SENR;29_34     ;African;M;NORTHERN SOTHO;Employed;LYDENBURG;North Eastern;0
60535924;F;SENR;35_40     ;African;M;ISINDEBELE;Employed;MKOBOLA;North Eastern;0
56678131;T;MATR;29_34     ;African;M;NORTHERN SOTHO;Employed;SENWABARWANA;North Eastern;0
14440487;T;DEGR;26_28     ;African;M;ISIZULU;Employed;KLIPRIVER;KwaZulu-Natal;0
14441060;F;DEGR;24_25     ;African;M;ISIZULU;Employed;SIMDLANGENTSHA;KwaZulu-Natal;0
13654901;T;DEGR;24_25     ;White;M;AFRIKAANS;Employed;VEREENIGING;Gauteng;0
13655889;F;DEGR;20_21     ;White;M;AFR/ENG;Unemployed;ROODEPOORT;Gauteng;0
58350599;F;SENR;29_34     ;African;M;ISIXHOSA;Employed;KUILS RIVER;Western Cape;0
14443610;F;MATR;00_17     ;Indian;M;ENGLISH;Student;RANDBURG;Gauteng;0
58391767;T;DEGR;26_28     ;African;F;NORTHERN SOTHO;Unemployed;PIETERSBURG;North Eastern;0
60633683;F;DEGR;24_25     ;African;F;SETSWANA;Employed;TEMBA;Midlands;0
13666441;T;DEGR;22_23     ;African;M;XITSONGA;Employed;RITAVI;North Eastern;0
14446965;T;DEGR;26_28     ;African;M;XITSONGA;Unemployed;RITAVI;North Eastern;0
14448332;F;DIPL;22_23     ;African;M;ISIZULU;Unemployed;UBOMBO;KwaZulu-Natal;0
59578755;F;DEGR;29_34     ;African;F;SETSWANA;Unemployed;KEMPTON PARK;Gauteng;0
60672514;T;SENR;29_34     ;African;M;XITSONGA;Employed;ROODEPOORT;Gauteng;0
60675467;F;SENR;35_40     ;African;M;NORTHERN SOTHO;Employed;LETABA;North Eastern;0
56764647;T;SENR;29_34     ;African;M;ISIZULU;Employed;HLABISA;KwaZulu-Natal;0
56767964;T;MATR;35_40     ;African;F;XITSONGA;Employed;MHALA;North Eastern;0
60693414;F;DIPL;26_28     ;African;M;ISIZULU;Unemployed;UMLAZI;KwaZulu-Natal;0
60693848;T;DEGR;29_34     ;African;M;SESOTHO;Unemployed;BOTSHABELO;Midlands;0
55096748;T;KWAL;35_40     ;African;M;ISIZULU;Employed;ROODEPOORT;Gauteng;0
55119756;F;DIPL;26_28     ;African;M;ISIZULU;Unemployed;INANDA;KwaZulu-Natal;0
56784942;F;DIPL;26_28     ;African;F;ISIXHOSA;Unemployed;JOHANNESBURG;Gauteng;0
56807610;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Unemployed;SEKHUKHUNELAND;North Eastern;0
60720039;T;MATR;35_40     ;African;M;ISIXHOSA;Employed;COFIMVABA;Eastern Cape;0
60734277;T;DEGR;26_28     ;African;M;SETSWANA;Unemployed;KRUGERSDORP;Gauteng;0
14452957;T;DEGR;22_23     ;African;M;ENGLISH;Unemployed;BOKSBURG;Gauteng;0
55151765;F;KWAL;29_34     ;African;M;SISWATI;Employed;ERMELO;North Eastern;0
13673903;T;DEGR;24_25     ;African;M;ISIZULU;Employed;SOSHANGUWE;Gauteng;0
56811002;F;DEGR;24_25     ;African;M;ISIZULU;Employed;ALBERTON;Gauteng;0
56819395;F;DEGR;29_34     ;African;M;SETSWANA;Employed;SOSHANGUWE;Gauteng;0
56839175;F;DIPL;24_25     ;African;F;NORTHERN SOTHO;Unemployed;SOSHANGUWE;Gauteng;0
60756823;T;SENR;29_34     ;African;F;ISIXHOSA;Employed;MONTAGU;Western Cape;0
56892990;F;DIPL;26_28     ;African;F;TSHIVENDA;Employed;PRETORIA;Gauteng;0
58543494;T;KWAL;29_34     ;African;M;AFRIKAANS;Employed;Unknown;Unknown;0
59005593;F;DEGR;29_34     ;African;F;ISIZULU;Unemployed;PORT SHEPSTONE;KwaZulu-Natal;0
59607267;F;DIPL;24_25     ;African;M;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;0
56914053;T;DEGR;26_28     ;African;M;ISIZULU;Unemployed;NEWCASTLE;KwaZulu-Natal;0
59014003;F;MATR;35_40     ;White;F;ENGLISH;Employed;RANDBURG;Gauteng;0
14456402;T;DEGR;20_21     ;African;M;TSHIVENDA;Unemployed;THOHOYANDOU;North Eastern;0
14456440;T;DEGR;24_25     ;White;F;AFR/ENG;Employed;ROODEPOORT;Gauteng;0
56979635;T;DEGR;29_34     ;African;M;ISIZULU;Employed;UMLAZI;KwaZulu-Natal;0
56980830;T;DIPL;29_34     ;African;M;NORTHERN SOTHO;Employed;MOKOPANE;North Eastern;0
63750273;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;0
13680468;F;MATR;35_40     ;African;M;TSHIVENDA;Employed;WONDERBOOM;Gauteng;0
62990815;T;DEGR;29_34     ;African;M;FRENCH;Employed;RANDBURG;Gauteng;0
60809315;T;MATR;35_40     ;African;M;XITSONGA;Unemployed;GIYANI;North Eastern;0
63790917;T;SENR;35_40     ;African;M;TSHIVENDA;Employed;KRUGERSDORP;Gauteng;0
63795846;F;SENR;35_40     ;African;F;ISIZULU;Employed;ERMELO;North Eastern;0
61809812;T;DEGR;29_34     ;African;M;ISIZULU;Employed;ERMELO;North Eastern;0
63827821;T;DEGR;29_34     ;African;M;XITSONGA;Employed;SPRINGS;Gauteng;0
14460194;T;DEGR;29_34     ;African;F;SETSWANA;Employed;RUSTENBURG;Midlands;0
14460399;F;KWAL;29_34     ;African;M;ISIXHOSA;Employed;WITBANK;North Eastern;0
14460925;T;DEGR;22_23     ;African;F;ISIXHOSA;Employed;MITCHELLS PLAIN;Western Cape;0
59676520;F;DIPL;24_25     ;African;M;ENGLISH;Unemployed;DURBAN;KwaZulu-Natal;0
63871081;F;HCER;29_34     ;African;F;NORTHERN SOTHO;Unemployed;SEKHUKHUNELAND;North Eastern;0
59681010;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;0
59682603;F;DIPL;26_28     ;African;F;ISIZULU;Unemployed;ALBERTON;Gauteng;0
13689678;F;DEGR;24_25     ;White;M;AFRIKAANS;Employed;KUILS RIVER;Western Cape;0
13689891;T;DEGR;26_28     ;African;M;ISIZULU;Employed;HLABISA;KwaZulu-Natal;0
61893150;F;HCER;26_28     ;African;M;SETSWANA;Unemployed;SOSHANGUWE;Gauteng;0
61893371;T;KWAL;41_50     ;African;M;ISIZULU;Employed;MIDDELBURG (Mphumalanga);North Eastern;0
61907240;T;DEGR;29_34     ;White;M;ENGLISH;Employed;PRETORIA;Gauteng;0
14463692;F;DIPL;22_23     ;African;M;ISIXHOSA;Unemployed;ALBERTON;Gauteng;0
14463789;F;DEGR;18_19     ;Indian;M;ENGLISH;Student;JOHANNESBURG;Gauteng;0
14466117;T;DEGR;26_28     ;African;M;ISIZULU;Employed;PORT SHEPSTONE;KwaZulu-Natal;0
13691470;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Employed;SEKHUKHUNELAND;North Eastern;0
13691772;T;DEGR;18_19     ;African;M;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;0
61292491;T;KWAL;26_28     ;Indian;M;ENGLISH;Employed;BENONI;Gauteng;0
61319292;T;DEGR;26_28     ;African;F;SETSWANA;Employed;RUSTENBURG;Midlands;0
61323793;T;MATR;29_34     ;African;F;ISIXHOSA;Employed;LINDLEY;Midlands;0
63913900;T;MATR;35_40     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;0
63133552;T;DEGR;24_25     ;African;F;XITSONGA;Employed;PRETORIA;Gauteng;0
63142020;T;DEGR;26_28     ;African;M;SESOTHO;Employed;MIDDELBURG (Mphumalanga);North Eastern;0
63936509;T;MATR;29_34     ;African;F;ISIXHOSA;Employed;PIETERMARITZBURG;KwaZulu-Natal;0
63351743;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;GROBLERSDAL;North Eastern;0
13695724;T;DEGR;26_28     ;African;F;TSHIVENDA;Unemployed;DZANANI;North Eastern;0
14471498;F;DEGR;24_25     ;African;M;ISIZULU;Unemployed;BENONI;Gauteng;0
14471978;T;SENR;35_40     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;0
60900924;F;DIPL;22_23     ;African;M;ENGLISH;Unemployed;MKOBOLA;North Eastern;0
63945832;F;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;THABAMOOPO;North Eastern;0
60914844;F;DEGR;24_25     ;African;M;ISINDEBELE;Employed;HIGHVELD RIDGE;North Eastern;0
60919830;T;KWAL;41_50     ;African;M;SISWATI;Employed;Unknown;Unknown;0
13696030;T;DEGR;26_28     ;African;M;ISIZULU;Employed;KEMPTON PARK;Gauteng;0
14472818;F;DEGR;29_34     ;African;F;SESOTHO;Unemployed;PRETORIA;Gauteng;0
63985564;T;DEGR;26_28     ;African;M;ISIZULU;Employed;SPRINGS;Gauteng;0
14476441;F;DIPL;20_21     ;African;M;ENGLISH;Unemployed;MOKOPANE;North Eastern;0
60951146;T;DEGR;29_34     ;African;F;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;0
60962288;T;KWAL;41_50     ;African;M;ENGLISH;Employed;Unknown;Unknown;0
13702391;T;KWAL;35_40     ;African;M;SISWATI;Employed;Unknown;Unknown;0
63415113;T;SENR;41_50     ;African;M;ISIXHOSA;Employed;MITCHELLS PLAIN;Western Cape;0
63425496;T;DEGR;26_28     ;African;M;SISWATI;Employed;ROODEPOORT;Gauteng;0
60972658;T;DEGR;26_28     ;African;M;SESOTHO;Employed;KEMPTON PARK;Gauteng;0
64045174;T;DEGR;26_28     ;African;F;ISIZULU;Employed;NDWEDWE;KwaZulu-Natal;0
61003430;T;DEGR;29_34     ;African;M;ISIZULU;Employed;UBOMBO;KwaZulu-Natal;0
63471366;T;KWAL;26_28     ;African;M;ISIZULU;Employed;BENONI;Gauteng;0
64063900;T;SENR;35_40     ;African;F;ISIXHOSA;Employed;UMTATA;Eastern Cape;0
62001897;F;HCER;29_34     ;African;M;ISIXHOSA;Employed;WYNBERG;Western Cape;0
61016909;F;DIPL;29_34     ;African;F;NORTHERN SOTHO;Employed;PIETERSBURG;North Eastern;0
61021746;T;DEGR;29_34     ;African;M;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;0
61023625;T;DEGR;29_34     ;African;M;XITSONGA;Employed;MALAMULELE;North Eastern;0
61023822;F;DIPL;24_25     ;African;F;SESOTHO;Employed;JOHANNESBURG;Gauteng;0
61041666;T;DEGR;26_28     ;African;M;ISIZULU;Employed;ERMELO;North Eastern;0
13712010;T;DEGR;26_28     ;African;F;ENGLISH;Employed;RANDBURG;Gauteng;0
63512658;T;DEGR;26_28     ;African;M;ISIZULU;Employed;MOOIRIVER;KwaZulu-Natal;0
64091133;T;DEGR;26_28     ;African;M;ISIZULU;Employed;INGWAVUMA;KwaZulu-Natal;0
62029694;T;DIPL;29_34     ;African;M;ISIXHOSA;Employed;KUILS RIVER;Western Cape;0
61088913;F;DIPL;22_23     ;African;M;ISIZULU;Employed;ALBERTON;Gauteng;0
61094468;F;DEGR;24_25     ;African;M;SISWATI;Unemployed;NELSPRUIT;North Eastern;0
63529952;T;MATR;29_34     ;African;M;NORTHERN SOTHO;Employed;BOKSBURG;Gauteng;0
61097990;F;DIPL;29_34     ;African;F;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;0
61107454;T;DIPL;29_34     ;African;F;ISIXHOSA;Employed;UMTATA;Eastern Cape;0
62300398;T;DEGR;24_25     ;African;M;SESOTHO;Unemployed;BRAKPAN;Gauteng;0
63547796;T;DEGR;26_28     ;African;M;SISWATI;Employed;BETHAL;North Eastern;0
61122480;T;SENR;29_34     ;African;F;ENGLISH;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;0
63559727;F;HCER;26_28     ;African;M;NORTHERN SOTHO;Unemployed;MDUTJANA;North Eastern;0
14492886;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;WONDERBOOM;Gauteng;0
64146167;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;MIDDELBURG (Mphumalanga);North Eastern;0
61154641;F;DIPL;29_34     ;African;M;ISIZULU;Unemployed;INGWAVUMA;KwaZulu-Natal;0
14498558;T;DEGR;24_25     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;0
14498911;F;MATR;35_40     ;African;M;ISIXHOSA;Employed;INANDA;KwaZulu-Natal;0
63586716;T;DEGR;29_34     ;African;M;ISIXHOSA;Unemployed;KEISKAMMAHOEK;Eastern Cape;0
64153802;T;DEGR;26_28     ;African;F;SESOTHO;Employed;HIGHVELD RIDGE;North Eastern;0
64173857;T;SENR;29_34     ;African;F;NORTHERN SOTHO;Employed;THOHOYANDOU;North Eastern;0
64176891;T;DEGR;29_34     ;African;M;ISIZULU;Unemployed;KLIPRIVER;KwaZulu-Natal;0
64181380;F;DEGR;24_25     ;African;F;ISIZULU;Employed;DURBAN;KwaZulu-Natal;0
64182996;T;DEGR;26_28     ;African;M;ENGLISH;Employed;KIMBERLEY;Midlands;0
63634020;T;DEGR;26_28     ;African;F;TSHIVENDA;Employed;RANDBURG;Gauteng;0
62334341;T;DEGR;26_28     ;African;F;ISIZULU;Unemployed;CAMPERDOWN;KwaZulu-Natal;0
61342887;T;DEGR;24_25     ;Other / Non disclosure;F;AFRIKAANS;Unemployed;BELLVILLE;Western Cape;0
61360804;T;DIPL;26_28     ;African;F;ISIXHOSA;Employed;SPRINGS;Gauteng;0
14502733;T;KWAL;26_28     ;African;M;XITSONGA;Employed;MHALA;North Eastern;0
61211572;T;DEGR;26_28     ;African;M;ISIZULU;Employed;NQUTU;KwaZulu-Natal;0
62372534;T;MATR;29_34     ;African;M;SETSWANA;Unemployed;GARANKUWA;Midlands;0
61227371;F;DEGR;22_23     ;African;F;ISIZULU;Employed;JOHANNESBURG;Gauteng;0
61234936;T;MATR;41_50     ;African;M;NORTHERN SOTHO;Employed;KEMPTON PARK;Gauteng;0
62399246;T;DEGR;26_28     ;African;M;ISIZULU;Employed;ALBERTON;Gauteng;0
61391233;T;DEGR;26_28     ;African;M;TSHIVENDA;Unemployed;THOHOYANDOU;North Eastern;0
64279787;F;DEGR;22_23     ;African;M;TSHIVENDA;Unemployed;BRITS;Midlands;0
62419239;F;KWAL;26_28     ;African;M;OTHER AFRICAN LANGUAGES;Employed;ALBERTON;Gauteng;0
62432855;T;DEGR;26_28     ;Coloured;M;AFR/ENG;Employed;MALMESBURY;Western Cape;0
63720482;F;DEGR;26_28     ;African;F;ISIZULU;Unemployed;UMLAZI;KwaZulu-Natal;0
63720711;F;MATR;29_34     ;African;M;TSHIVENDA;Employed;MUTALE;North Eastern;0
64304032;F;DEGR;20_21     ;African;M;SETSWANA;Unemployed;MADIKWE;Midlands;0
14511198;T;DEGR;24_25     ;African;M;ISIXHOSA;Unemployed;LOWER UMFOLOZI;KwaZulu-Natal;0
14512089;F;ONBK;41_50     ;African;F;SHONA;Employed;POSTMASBURG;Midlands;0
61463676;T;DEGR;29_34     ;African;M;ISIZULU;Unemployed;KEMPTON PARK;Gauteng;0
62451248;T;DEGR;26_28     ;African;M;SESOTHO;Employed;GERMISTON;Gauteng;0
59840824;F;DEGR;29_34     ;African;M;XITSONGA;Employed;RITAVI;North Eastern;0
61496515;F;DEGR;26_28     ;African;F;SESOTHO;Employed;VEREENIGING;Gauteng;0
61244804;T;KWAL;35_40     ;African;M;ISIZULU;Employed;RANDBURG;Gauteng;0
63740604;T;SENR;35_40     ;African;M;ISIZULU;Employed;DE AAR;Midlands;0
59862623;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;SOUTPANSBERG;North Eastern;0
60011593;F;KWAL;35_40     ;African;F;ISIXHOSA;Unemployed;POTCHEFSTROOM;Midlands;0
60046265;F;DEGR;24_25     ;African;F;OTHER AFRICAN LANGUAGES;Employed;MAPULANENG;North Eastern;0
64360552;T;DEGR;26_28     ;African;F;ISIZULU;Unemployed;MTUNZINI;KwaZulu-Natal;0
61559444;F;DIPL;24_25     ;Coloured;M;ENGLISH;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;0
62706901;F;MATR;29_34     ;African;M;ISIXHOSA;Unemployed;PINETOWN;KwaZulu-Natal;0
62721075;F;KWAL;35_40     ;African;M;ENGLISH;Employed;Unknown;Unknown;0
62727529;F;SENR;41_50     ;White;M;ENGLISH;Employed;GOODWOOD;Western Cape;0
65717772;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;0
65538298;F;DIPL;24_25     ;African;M;NORTHERN SOTHO;Unemployed;WONDERBOOM;Gauteng;0
62748259;T;DEGR;26_28     ;African;F;SISWATI;Employed;WONDERBOOM;Gauteng;0
65550231;T;MATR;29_34     ;African;F;ISIZULU;Employed;MALMESBURY;Western Cape;0
65550964;F;DEGR;24_25     ;African;M;NORTHERN SOTHO;Employed;KEMPTON PARK;Gauteng;0
14525229;T;DIPL;26_28     ;African;F;ENGLISH;Employed;PIETERMARITZBURG;KwaZulu-Natal;0
60102696;F;MATR;29_34     ;African;M;SESOTHO;Employed;BLOEMFONTEIN;Midlands;0
62774845;F;DIPL;24_25     ;African;F;ISIZULU;Unemployed;VRYHEID;KwaZulu-Natal;0
62779855;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;KEMPTON PARK;Gauteng;0
62780659;F;DIPL;26_28     ;African;F;NORTHERN SOTHO;Unemployed;LEPHALALE;North Eastern;0
60159062;F;DEGR;26_28     ;African;M;ISIZULU;Employed;VANDERBIJLPARK;Gauteng;0
65601612;F;DEGR;22_23     ;Indian;M;ENGLISH;Employed;KEMPTON PARK;Gauteng;0
64634366;F;DEGR;29_34     ;African;F;ISIZULU;Employed;WITBANK;North Eastern;0
14531997;T;DEGR;24_25     ;African;M;PORTUGUESE;Unemployed;KRUGERSDORP;Gauteng;0
65782191;T;DEGR;24_25     ;African;F;TSHIVENDA;Employed;PRETORIA;Gauteng;0
62847788;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Employed;NIGEL;Gauteng;0
65793158;F;MATR;41_50     ;African;M;SETSWANA;Unemployed;MADIKWE;Midlands;0
14536150;T;DIPL;26_28     ;African;F;ISIZULU;Employed;MTUNZINI;KwaZulu-Natal;0
64682600;T;DEGR;29_34     ;African;M;XITSONGA;Employed;MALAMULELE;North Eastern;0
14541340;F;DEGR;20_21     ;Indian;M;ENGLISH;Employed;PIETERMARITZBURG;KwaZulu-Natal;0
64714010;T;SENR;35_40     ;African;F;ISIZULU;Employed;BOKSBURG;Gauteng;0
65651639;T;DEGR;26_28     ;African;F;XITSONGA;Employed;SOSHANGUWE;Gauteng;0
62915131;T;DEGR;29_34     ;African;M;ISIXHOSA;Employed;STRAND;Western Cape;0
62928818;F;MATR;35_40     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;0
64754035;T;DEGR;22_23     ;African;F;ISINDEBELE;Employed;MDUTJANA;North Eastern;0
65676844;F;DEGR;29_34     ;African;F;ISIZULU;Unemployed;MAHLABATINI;KwaZulu-Natal;0
65682844;T;DEGR;24_25     ;African;M;SISWATI;Employed;RUSTENBURG;Midlands;0
65837182;F;DEGR;26_28     ;African;M;FRENCH;Unemployed;JOHANNESBURG;Gauteng;0
61643623;F;DEGR;24_25     ;African;M;ISIXHOSA;Unemployed;KUILS RIVER;Western Cape;0
65687571;T;DEGR;26_28     ;African;M;ISIXHOSA;Employed;UMTATA;Eastern Cape;0
60215946;F;DEGR;29_34     ;African;M;ISIXHOSA;Employed;JOHANNESBURG;Gauteng;0
65700737;F;KWAL;29_34     ;African;M;SHONA;Employed;WONDERBOOM;Gauteng;0
61658043;T;DEGR;29_34     ;White;M;ENGLISH;Employed;RANDBURG;Gauteng;0
61666650;T;DIPL;29_34     ;African;M;SESOTHO;Employed;KROONSTAD;Midlands;0
65705925;F;DIPL;26_28     ;African;M;SISWATI;Employed;BARBERTON;North Eastern;0
65916667;T;DEGR;26_28     ;African;F;ISIZULU;Employed;MTUNZINI;KwaZulu-Natal;0
62979482;T;DEGR;29_34     ;African;M;TSHIVENDA;Employed;RANDBURG;Gauteng;0
65894027;F;DIPL;29_34     ;African;M;SETSWANA;Employed;SOSHANGUWE;Gauteng;0
65921199;T;DEGR;26_28     ;African;M;SESOTHO;Employed;KLERKSDORP;Midlands;0
62061703;F;DEGR;24_25     ;Other / Non disclosure;M;ISIXHOSA;Employed;JOHANNESBURG;Gauteng;0
65183581;T;DEGR;26_28     ;African;F;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;0
62080212;F;DEGR;26_28     ;African;M;XITSONGA;Employed;MDUTJANA;North Eastern;0
64891229;T;VOOR;29_34     ;African;M;ENGLISH;Employed;Unknown;Unknown;0
65945063;F;DEGR;24_25     ;African;M;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;0
65192847;F;MATR;35_40     ;African;M;ISIZULU;Employed;UBOMBO;KwaZulu-Natal;0
64908245;T;DEGR;26_28     ;African;F;ISIZULU;Unemployed;LOWER UMFOLOZI;KwaZulu-Natal;0
65957886;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;MOKOPANE;North Eastern;0
14545010;F;MATR;29_34     ;White;M;ENGLISH;Employed;Unknown;Unknown;0
64915446;F;MATR;35_40     ;African;M;ISIZULU;Student;MAHLABATINI;KwaZulu-Natal;0
66151737;F;DEGR;26_28     ;African;F;ISIZULU;Employed;JOHANNESBURG;Gauteng;0
66156623;T;DIPL;24_25     ;African;F;TSHIVENDA;Student;JOHANNESBURG;Gauteng;0
14548930;T;KWAL;29_34     ;African;M;FRENCH;Employed;PRETORIA;Gauteng;0
14549570;T;DEGR;22_23     ;Coloured;F;ENGLISH;Employed;BELLVILLE;Western Cape;0
64938357;T;DIPL;29_34     ;African;M;NORTHERN SOTHO;Employed;HIGHVELD RIDGE;North Eastern;0
66168869;F;SENR;35_40     ;African;F;ISIZULU;Employed;WITBANK;North Eastern;0
65975639;F;DEGR;26_28     ;African;F;ISIZULU;Employed;ALBERTON;Gauteng;0
62163498;T;DIPL;26_28     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;0
64961920;F;SENR;29_34     ;African;M;SETSWANA;Employed;BRAKPAN;Gauteng;0
66182845;F;DEGR;24_25     ;African;F;TSHIVENDA;Unemployed;THOHOYANDOU;North Eastern;0
64379490;T;DEGR;26_28     ;African;M;XITSONGA;Unemployed;ALBERTON;Gauteng;0
66197877;T;DIPL;24_25     ;African;M;SISWATI;Employed;BARBERTON;North Eastern;0
66003827;F;DIPL;26_28     ;African;F;SETSWANA;Employed;KRUGERSDORP;Gauteng;0
63244510;T;KWAL;29_34     ;African;M;ENGLISH;Employed;WITBANK;North Eastern;0
64995326;F;DIPL;24_25     ;African;M;XITSONGA;Employed;KEMPTON PARK;Gauteng;0
65000320;F;DEGR;22_23     ;African;M;ISIZULU;Unemployed;UMZINTO;KwaZulu-Natal;0
62522269;T;DEGR;29_34     ;African;M;SESOTHO;Employed;JOHANNESBURG;Gauteng;0
62537479;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;THABAMOOPO;North Eastern;0
63280431;T;MATR;29_34     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;0
63287247;T;DEGR;26_28     ;African;F;ENGLISH;Employed;BOKSBURG;Gauteng;0
66269552;T;DEGR;24_25     ;African;M;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;0
65233260;T;KWAL;29_34     ;African;M;ISIXHOSA;Employed;ALBERTON;Gauteng;0
63313078;T;DEGR;29_34     ;African;M;SETSWANA;Employed;PRETORIA;Gauteng;0
66283927;F;DEGR;22_23     ;African;F;ISIXHOSA;Unemployed;EAST LONDON;Eastern Cape;0
66298436;T;DEGR;24_25     ;African;M;SHONA;Employed;PORT ELIZABETH;Eastern Cape;0
64458886;T;DEGR;24_25     ;African;F;NORTHERN SOTHO;Employed;PIETERSBURG;North Eastern;0
64458894;T;DEGR;26_28     ;African;F;XITSONGA;Unemployed;PRETORIA;Gauteng;0
65070539;F;DIPL;29_34     ;African;F;ENGLISH;Employed;ERMELO;North Eastern;0
63328009;T;KWAL;29_34     ;African;M;SESOTHO;Employed;Unknown;Unknown;0
65267057;T;SENR;29_34     ;African;M;ENGLISH;Employed;GOODWOOD;Western Cape;0
62612341;F;DEGR;29_34     ;African;F;NORTHERN SOTHO;Employed;PIETERSBURG;North Eastern;0
66103848;T;DEGR;26_28     ;African;M;ISIZULU;Employed;HLABISA;KwaZulu-Natal;0
65273890;F;DIPL;29_34     ;African;M;XITSONGA;Employed;BA-PHALABORWA;North Eastern;0
65078289;F;DIPL;29_34     ;African;M;ISIXHOSA;Employed;RUSTENBURG;Midlands;0
62634849;T;MATR;35_40     ;African;F;TSHIVENDA;Employed;MIDDELBURG (Mphumalanga);North Eastern;0
62643972;F;DEGR;26_28     ;African;M;ISIZULU;Employed;KEMPTON PARK;Gauteng;0
62654370;T;SENR;29_34     ;African;M;SESOTHO;Employed;VILJOENSKROON;Midlands;0
65096058;T;SENR;41_50     ;African;F;ENGLISH;Employed;RANDBURG;Gauteng;0
65097119;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;0
66338740;T;DEGR;29_34     ;African;M;ISIZULU;Employed;UBOMBO;KwaZulu-Natal;0
65105766;T;DEGR;24_25     ;African;M;ISIZULU;Employed;WITBANK;North Eastern;0
64537085;T;DEGR;26_28     ;African;F;ISIZULU;Unemployed;UMBUMBULU;KwaZulu-Natal;0
66440933;F;DEGR;20_21     ;Indian;M;ENGLISH;Employed;PIETERMARITZBURG;KwaZulu-Natal;0
65348351;T;DEGR;24_25     ;African;F;ISIZULU;Employed;RANDBURG;Gauteng;0
65352332;T;DEGR;26_28     ;African;M;ISIZULU;Employed;MIDDELBURG (Mphumalanga);North Eastern;0
62680705;F;DIPL;26_28     ;African;F;ISIZULU;Unemployed;SOSHANGUWE;Gauteng;0
65120293;F;DEGR;24_25     ;Other / Non disclosure;M;AFR/ENG;Employed;JOHANNESBURG;Gauteng;0
