Student_Number;FTEN;Matric_Status_Code;Age_Group;Race;Gender;Home_Language;Employment;Magisterial_District;Region;Class
13204887;F;DEGR;20_21     ;African;M;SHONA;Employed;LETABA;North Eastern;1
55271771;T;SENR;41_50     ;African;F;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
13587142;T;DEGR;22_23     ;African;F;ISIZULU;Unemployed;PINETOWN;KwaZulu-Natal;1
55297282;F;DIPL;26_28     ;African;F;ISIXHOSA;Unemployed;TEMBA;Midlands;1
13209595;F;DIPL;24_25     ;African;F;NORTHERN SOTHO;Unemployed;KEMPTON PARK;Gauteng;1
14106978;T;DIPL;26_28     ;African;F;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
14777802;T;KWAL;41_50     ;African;M;ENGLISH;Employed;PRETORIA;Gauteng;1
13212750;T;DEGR;22_23     ;Coloured;M;AFRIKAANS;Student;CERES;Western Cape;1
13212928;T;KWAL;22_23     ;African;M;ISIZULU;Employed;ERMELO;North Eastern;1
13213692;T;HCER;22_23     ;African;M;SETSWANA;Employed;RUSTENBURG;Midlands;1
13213843;T;SENR;29_34     ;African;F;ISIZULU;Employed;PRETORIA;Gauteng;1
13214726;T;DEGR;22_23     ;Indian;M;ENGLISH;Unemployed;PORT SHEPSTONE;KwaZulu-Natal;1
54209077;F;DIPL;29_34     ;African;F;ENGLISH;Unemployed;INDWE;Eastern Cape;1
14108229;T;SENR;29_34     ;African;F;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
14109260;T;DEGR;24_25     ;African;M;ISIXHOSA;Unemployed;PRETORIA;Gauteng;1
57010282;T;MATR;29_34     ;African;M;ISIZULU;Employed;KEMPTON PARK;Gauteng;1
57014180;F;KWAL;26_28     ;Indian;F;ENGLISH;Unemployed;RANDBURG;Gauteng;1
14781969;T;KWAL;26_28     ;African;F;SETSWANA;Employed;BOKSBURG;Gauteng;1
55371668;F;DIPL;26_28     ;African;F;NORTHERN SOTHO;Unemployed;ROODEPOORT;Gauteng;1
13218430;F;DEGR;26_28     ;African;F;ISIZULU;Unemployed;KLERKSDORP;Midlands;1
57072056;F;DEGR;29_34     ;African;M;SESOTHO;Unemployed;SOSHANGUWE;Gauteng;1
13221498;T;DEGR;24_25     ;White;M;ENGLISH;Employed;JOHANNESBURG;Gauteng;1
13222610;T;DEGR;26_28     ;African;M;SETSWANA;Employed;TEMBA;Midlands;1
13598152;T;DEGR;24_25     ;African;M;TSHIVENDA;Employed;PRETORIA;Gauteng;1
14377823;T;DEGR;24_25     ;White;M;ENGLISH;Employed;OBERHOLZER;Gauteng;1
57164368;F;DIPL;26_28     ;African;F;NORTHERN SOTHO;Unemployed;PIETERSBURG;North Eastern;1
55479868;T;DEGR;29_34     ;African;M;XITSONGA;Employed;PRETORIA;Gauteng;1
14782512;T;DEGR;26_28     ;African;M;XITSONGA;Employed;KUILS RIVER;Western Cape;1
14783945;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;KEMPTON PARK;Gauteng;1
13227488;T;DEGR;22_23     ;White;M;ENGLISH;Employed;PRETORIA;Gauteng;1
55485461;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;GARANKUWA;Midlands;1
55496398;T;MATR;35_40     ;African;M;ISIZULU;Employed;KWAMHLANGA;North Eastern;1
55507683;F;MATR;29_34     ;African;F;ISIXHOSA;Employed;GOODWOOD;Western Cape;1
55507702;F;MATR;29_34     ;African;F;ISIZULU;Unemployed;BRAKPAN;Gauteng;1
13233429;F;DEGR;20_21     ;African;F;ISIZULU;Employed;WYNBERG;Western Cape;1
57261983;T;DEGR;29_34     ;African;F;ISIZULU;Employed;NELSPRUIT;North Eastern;1
14786774;T;DEGR;24_25     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;1
14786979;T;DEGR;29_34     ;African;F;NORTHERN SOTHO;Employed;HIGHVELD RIDGE;North Eastern;1
55574585;F;DEGR;26_28     ;African;M;ISIZULU;Employed;SPRINGS;Gauteng;1
14788823;T;DEGR;24_25     ;African;F;AFRIKAANS;Employed;KEMPTON PARK;Gauteng;1
14789366;T;DEGR;24_25     ;Other / Non disclosure;F;ENGLISH;Employed;RANDBURG;Gauteng;1
55617586;T;MATR;29_34     ;Indian;M;ENGLISH;Employed;PINETOWN;KwaZulu-Natal;1
14383305;T;DEGR;26_28     ;African;M;ISINDEBELE;Unemployed;MKOBOLA;North Eastern;1
57317288;T;ONBK;26_28     ;White;F;ENGLISH;Employed;PRETORIA;Gauteng;1
55680849;T;MATR;29_34     ;Indian;M;ENGLISH;Employed;JOHANNESBURG;Gauteng;1
13238935;F;DEGR;20_21     ;African;M;ISIZULU;Unemployed;KEMPTON PARK;Gauteng;1
13603800;T;DEGR;26_28     ;Coloured;M;ENGLISH;Employed;KUILS RIVER;Western Cape;1
14793223;T;KWAL;29_34     ;African;M;ENGLISH;Employed;Unknown;Unknown;1
14794769;T;KWAL;26_28     ;African;F;SHONA;Employed;GERMISTON;Gauteng;1
14795490;T;KWAL;29_34     ;African;M;ENGLISH;Employed;Unknown;Unknown;1
55706899;F;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;WONDERBOOM;Gauteng;1
55739886;F;SENR;29_34     ;African;F;XITSONGA;Employed;PRETORIA;Gauteng;1
14797598;T;DEGR;20_21     ;African;M;SISWATI;Employed;NELSPRUIT;North Eastern;1
14798357;T;DEGR;24_25     ;African;F;NORTHERN SOTHO;Unemployed;LYDENBURG;North Eastern;1
14798837;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;CHATSWORTH;KwaZulu-Natal;1
14799151;T;KWAL;26_28     ;African;M;OTHER AFRICAN LANGUAGES;Employed;Unknown;Unknown;1
14799291;T;MATR;29_34     ;African;F;ISIXHOSA;Employed;KIMBERLEY;Midlands;1
14799647;T;KWAL;29_34     ;African;F;ENGLISH;Employed;Unknown;Unknown;1
14799655;T;KWAL;29_34     ;African;M;ENGLISH;Employed;Unknown;Unknown;1
57375620;T;KWAL;41_50     ;African;F;ISIZULU;Unemployed;KLIPRIVER;KwaZulu-Natal;1
57377884;F;DIPL;26_28     ;African;F;XITSONGA;Unemployed;WONDERBOOM;Gauteng;1
11884333;T;DEGR;29_34     ;African;M;TSHIVENDA;Employed;WONDERBOOM;Gauteng;1
14800068;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Employed;MIDDELBURG (Mphumalanga);North Eastern;1
14800467;T;KWAL;35_40     ;African;M;SETSWANA;Unemployed;MMABATHO;Midlands;1
14800947;F;DEGR;18_19     ;African;M;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;1
14801145;T;KWAL;29_34     ;African;M;OTHER AFRICAN LANGUAGES;Employed;Unknown;Unknown;1
14801277;T;DEGR;24_25     ;White;M;ENGLISH;Employed;RANDBURG;Gauteng;1
14803016;T;DEGR;26_28     ;African;M;TSHIVENDA;Unemployed;THOHOYANDOU;North Eastern;1
14803051;T;DEGR;26_28     ;African;M;ISINDEBELE;Employed;PRETORIA;Gauteng;1
58016427;F;DEGR;24_25     ;White;M;ENGLISH;Employed;ROODEPOORT;Gauteng;1
14391950;F;DEGR;22_23     ;African;F;ENGLISH;Employed;NQUTU;KwaZulu-Natal;1
14120509;F;HCER;29_34     ;African;M;SESOTHO;Unemployed;JOHANNESBURG;Gauteng;1
58047837;T;DEGR;29_34     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;1
58056340;F;DEGR;29_34     ;African;M;XITSONGA;Employed;GIYANI;North Eastern;1
13247497;T;MATR;35_40     ;African;F;ISIXHOSA;Employed;WITBANK;North Eastern;1
13249074;T;DEGR;20_21     ;Indian;M;ENGLISH;Student;VEREENIGING;Gauteng;1
58093750;F;DEGR;26_28     ;White;M;AFR/ENG;Employed;PRETORIA;Gauteng;1
14126742;T;DEGR;26_28     ;African;M;ISIZULU;Employed;GERMISTON;Gauteng;1
14394523;F;MATR;29_34     ;White;M;AFR/ENG;Unemployed;RANDBURG;Gauteng;1
14396755;T;DEGR;20_21     ;White;F;AFR/ENG;Unemployed;BLOEMFONTEIN;Midlands;1
57548247;F;MATR;35_40     ;White;M;OTHER FOREIGN LANGUAGES;Employed;RANDBURG;Gauteng;1
13611989;T;DEGR;29_34     ;African;M;XITSONGA;Employed;GIYANI;North Eastern;1
54303839;T;DEGR;29_34     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;1
54312536;F;HCER;26_28     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
58152185;F;HCER;29_34     ;African;F;NORTHERN SOTHO;Unemployed;BA-PHALABORWA;North Eastern;1
55795794;F;SENR;29_34     ;African;M;ENGLISH;Employed;BRITS;Midlands;1
55815291;T;DEGR;29_34     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
57557068;T;DEGR;29_34     ;African;F;ISIZULU;Employed;SOSHANGUWE;Gauteng;1
57604597;T;MATR;29_34     ;African;M;XITSONGA;Employed;PIETERSBURG;North Eastern;1
57618539;F;DIPL;26_28     ;African;M;SETSWANA;Employed;NIGEL;Gauteng;1
13619451;F;DEGR;26_28     ;African;F;SESOTHO;Unemployed;DURBAN;KwaZulu-Natal;1
55992142;F;DIPL;24_25     ;African;M;XITSONGA;Unemployed;GARANKUWA;Midlands;1
59070778;F;DEGR;29_34     ;White;M;ENGLISH;Employed;GEORGE;Western Cape;1
59084167;F;DEGR;29_34     ;African;M;ISIZULU;Employed;ESTCOURT;KwaZulu-Natal;1
13265886;T;DEGR;26_28     ;Indian;M;ENGLISH;Employed;LOWER TUGELA;KwaZulu-Natal;1
56007269;T;KWAL;41_50     ;African;F;ENGLISH;Employed;VRYHEID;KwaZulu-Natal;1
59097342;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;KWAMHLANGA;North Eastern;1
59102823;F;DEGR;29_34     ;African;M;XITSONGA;Employed;KRUGERSDORP;Gauteng;1
59110942;F;DEGR;26_28     ;African;F;SETSWANA;Employed;JOHANNESBURG;Gauteng;1
56041704;T;MATR;35_40     ;African;M;SESOTHO;Employed;BOKSBURG;Gauteng;1
14401206;F;DIPL;22_23     ;African;M;ISIZULU;Unemployed;BRAKPAN;Gauteng;1
13272335;T;DIPL;26_28     ;African;M;ISIXHOSA;Employed;PRETORIA;Gauteng;1
13627300;T;DIPL;26_28     ;African;M;ISIXHOSA;Unemployed;BIZANA;KwaZulu-Natal;1
13627893;T;DEGR;22_23     ;White;F;ENGLISH;Employed;HERMANUS;Western Cape;1
57730088;F;DEGR;26_28     ;African;F;SESOTHO;Unemployed;BOTSHABELO;Midlands;1
54354867;F;SENR;35_40     ;African;F;SETSWANA;Employed;MANKWE;Midlands;1
59152410;F;DEGR;24_25     ;Coloured;F;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
57805161;F;DEGR;24_25     ;African;F;ISINDEBELE;Employed;SOSHANGUWE;Gauteng;1
59159426;F;DEGR;29_34     ;African;M;SISWATI;Employed;EERSTEHOEK;North Eastern;1
59173340;F;SENR;29_34     ;African;F;SESOTHO;Employed;PRETORIA;Gauteng;1
13628679;T;DEGR;22_23     ;White;M;AFRIKAANS;Employed;PRETORIA;Gauteng;1
13629365;T;DEGR;18_19     ;White;F;AFRIKAANS;Employed;GEORGE;Western Cape;1
13631200;T;DEGR;26_28     ;White;M;AFRIKAANS;Employed;Unknown;Unknown;1
59200240;F;DEGR;26_28     ;African;M;XITSONGA;Unemployed;MALAMULELE;North Eastern;1
54492038;F;SENR;35_40     ;African;F;NORTHERN SOTHO;Unemployed;WATERBERG;North Eastern;1
54509302;T;DIPL;26_28     ;African;F;ISIXHOSA;Student;ALBERTON;Gauteng;1
54522371;T;SENR;35_40     ;African;M;ISIZULU;Employed;ROODEPOORT;Gauteng;1
54550119;T;SENR;35_40     ;African;F;ENGLISH;Unemployed;WONDERBOOM;Gauteng;1
13635314;T;DEGR;20_21     ;No information;M;ENGLISH;Employed;BENONI;Gauteng;1
60267009;F;DEGR;26_28     ;Coloured;M;ENGLISH;Unemployed;CAPE TOWN;Western Cape;1
13641764;T;DEGR;26_28     ;White;M;ENGLISH;Employed;WORCESTER;Western Cape;1
56216421;F;DIPL;26_28     ;African;F;SESOTHO;Unemployed;KLERKSDORP;Midlands;1
13643840;T;MATR;41_50     ;White;M;ENGLISH;Employed;PINETOWN;KwaZulu-Natal;1
57842808;T;DEGR;29_34     ;African;F;ISIZULU;Unemployed;VEREENIGING;Gauteng;1
56277126;T;DEGR;29_34     ;African;F;SESOTHO;Employed;ROODEPOORT;Gauteng;1
59241931;F;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;RANDBURG;Gauteng;1
56333859;F;MATR;29_34     ;African;F;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;1
56344419;T;KWAL;29_34     ;African;F;TSHIVENDA;Employed;MUTALE;North Eastern;1
60362876;F;DEGR;26_28     ;African;F;ISIZULU;Unemployed;HLABISA;KwaZulu-Natal;1
57913011;F;SENR;35_40     ;African;M;NORTHERN SOTHO;Unemployed;SESHEGO;North Eastern;1
56363073;F;DEGR;26_28     ;White;M;AFRIKAANS;Employed;RUSTENBURG;Midlands;1
54691626;F;DEGR;29_34     ;African;M;NORTHERN SOTHO;Unemployed;TEMBA;Midlands;1
54724103;F;SENR;35_40     ;African;M;ISIZULU;Employed;ESHOWE;KwaZulu-Natal;1
59314801;F;DEGR;26_28     ;African;M;ISIZULU;Unemployed;BENONI;Gauteng;1
57922222;F;DEGR;26_28     ;African;F;NORTHERN SOTHO;Unemployed;KEMPTON PARK;Gauteng;1
56392243;F;DIPL;26_28     ;African;F;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;1
60368858;F;DEGR;26_28     ;African;F;ISIZULU;Employed;HLABISA;KwaZulu-Natal;1
60378408;F;DIPL;29_34     ;African;M;XITSONGA;Employed;RITAVI;North Eastern;1
57961179;F;DEGR;26_28     ;African;M;SESOTHO;Unemployed;RUSTENBURG;Midlands;1
54793496;F;DEGR;29_34     ;African;M;XITSONGA;Employed;RANDBURG;Gauteng;1
54794158;T;DEGR;29_34     ;African;F;NORTHERN SOTHO;Unemployed;SESHEGO;North Eastern;1
54814771;F;KWAL;41_50     ;African;F;ENGLISH;Unemployed;MAPULANENG;North Eastern;1
54818410;F;DIPL;29_34     ;African;M;XITSONGA;Unemployed;GIYANI;North Eastern;1
56488472;F;DIPL;26_28     ;African;F;ISIZULU;Employed;PAULPIETERSBURG;KwaZulu-Natal;1
56491675;T;KWAL;29_34     ;African;F;ISIZULU;Employed;HLABISA;KwaZulu-Natal;1
59342697;F;DEGR;29_34     ;African;F;ISIZULU;Employed;MTUNZINI;KwaZulu-Natal;1
59365565;F;DEGR;29_34     ;African;M;ISIZULU;Unemployed;KLIPRIVER;KwaZulu-Natal;1
59376419;F;DEGR;29_34     ;African;M;TSHIVENDA;Unemployed;KEMPTON PARK;Gauteng;1
59377768;F;DEGR;26_28     ;African;M;SESOTHO;Employed;RANDFONTEIN;Gauteng;1
60399632;F;DIPL;29_34     ;African;M;ISIZULU;Unemployed;UMLAZI;KwaZulu-Natal;1
60402134;F;DIPL;24_25     ;African;F;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
13645018;T;DEGR;20_21     ;White;M;AFR/ENG;Unemployed;PRETORIA;Gauteng;1
58306514;F;DIPL;24_25     ;African;F;SETSWANA;Unemployed;BENONI;Gauteng;1
58330671;F;HCER;29_34     ;African;F;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
14422624;T;DEGR;20_21     ;African;M;ENGLISH;Employed;PRETORIA;Gauteng;1
59386589;F;MATR;35_40     ;African;M;SETSWANA;Employed;MADIKWE;Midlands;1
59401580;F;MATR;29_34     ;African;F;ISIXHOSA;Employed;KIMBERLEY;Midlands;1
60430464;F;HCER;29_34     ;African;M;XITSONGA;Employed;GERMISTON;Gauteng;1
60449386;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;MOKERONG;North Eastern;1
56524417;F;DIPL;24_25     ;African;F;NORTHERN SOTHO;Unemployed;GERMISTON;Gauteng;1
14425836;T;DEGR;26_28     ;African;F;ISIZULU;Unemployed;PINETOWN;KwaZulu-Natal;1
14425903;T;DIPL;24_25     ;African;F;TSHIVENDA;Unemployed;SOUTPANSBERG;North Eastern;1
59428772;F;DEGR;26_28     ;African;F;SETSWANA;Unemployed;GARANKUWA;Midlands;1
60457346;F;DEGR;24_25     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
59471829;F;MATR;35_40     ;African;M;ISIXHOSA;Employed;SOMERSET WEST;Western Cape;1
54905758;T;SENR;35_40     ;African;M;ISINDEBELE;Employed;WITBANK;North Eastern;1
59496147;F;DEGR;26_28     ;White;F;ENGLISH;Student;PRETORIA;Gauteng;1
59498654;F;DEGR;22_23     ;African;F;XITSONGA;Unemployed;MORETELE II;North Eastern;1
56616966;F;DIPL;24_25     ;African;F;ISIZULU;Unemployed;NEWCASTLE;KwaZulu-Natal;1
59516140;F;DEGR;26_28     ;African;F;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;1
59525163;F;DEGR;26_28     ;African;M;TSHIVENDA;Employed;RANDBURG;Gauteng;1
14438164;T;DIPL;29_34     ;Coloured;M;ENGLISH;Employed;EAST LONDON;Eastern Cape;1
56677682;F;DEGR;26_28     ;Coloured;M;ENGLISH;Employed;VEREENIGING;Gauteng;1
56682120;T;DEGR;26_28     ;African;F;TSHIVENDA;Employed;RANDBURG;Gauteng;1
56687065;T;KWAL;35_40     ;African;M;ENGLISH;Employed;GERMISTON;Gauteng;1
14439446;F;DEGR;20_21     ;Indian;F;ENGLISH;Unemployed;UMLAZI;KwaZulu-Natal;1
14440843;F;DEGR;20_21     ;White;M;ENGLISH;Unemployed;RANDBURG;Gauteng;1
60573780;F;DEGR;24_25     ;White;M;AFRIKAANS;Unemployed;BRITS;Midlands;1
60589064;T;KWAL;29_34     ;African;M;SESOTHO;Unemployed;JOHANNESBURG;Gauteng;1
56696603;F;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;RANDBURG;Gauteng;1
14443079;F;DEGR;24_25     ;African;M;SESOTHO;Employed;PRETORIA;Gauteng;1
14443966;T;DEGR;29_34     ;African;F;NORTHERN SOTHO;Unemployed;PRETORIA;Gauteng;1
13664120;F;DEGR;20_21     ;African;M;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
14445791;T;DEGR;22_23     ;African;F;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
14446542;T;DEGR;29_34     ;African;F;SESOTHO;Employed;LEPHALALE;North Eastern;1
60636391;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Unemployed;WITBANK;North Eastern;1
60650920;F;DIPL;26_28     ;African;M;ISIZULU;Unemployed;VANDERBIJLPARK;Gauteng;1
13666411;T;DEGR;26_28     ;White;M;AFR/ENG;Employed;PRETORIA;Gauteng;1
55037156;T;MATR;29_34     ;African;F;ISIZULU;Employed;SOMERSET WEST;Western Cape;1
14447317;T;MATR;41_50     ;White;M;AFR/ENG;Employed;PRETORIA;Gauteng;1
59581594;F;KWAL;29_34     ;African;F;ISINDEBELE;Employed;JOHANNESBURG;Gauteng;1
60658271;F;DIPL;24_25     ;African;M;NORTHERN SOTHO;Unemployed;WONDERBOOM;Gauteng;1
60665259;F;DIPL;29_34     ;African;F;XITSONGA;Employed;JOHANNESBURG;Gauteng;1
60670581;F;SENR;29_34     ;African;F;XITSONGA;Employed;RANDBURG;Gauteng;1
56742155;F;KWAL;29_34     ;African;F;SESOTHO;Employed;JOHANNESBURG;Gauteng;1
14448701;F;DIPL;29_34     ;African;M;SETSWANA;Unemployed;HUHUDI;Midlands;1
55090154;F;DIPL;29_34     ;African;F;NORTHERN SOTHO;Student;BENONI;Gauteng;1
13667569;T;DEGR;20_21     ;African;F;ISIXHOSA;Employed;WONDERBOOM;Gauteng;1
13667612;T;DIPL;22_23     ;African;F;SETSWANA;Unemployed;MMABATHO;Midlands;1
13668867;T;DEGR;26_28     ;African;F;SESOTHO;Employed;WONDERBOOM;Gauteng;1
56791318;T;KWAL;29_34     ;African;M;XITSONGA;Employed;GIYANI;North Eastern;1
56791814;F;DEGR;24_25     ;White;M;AFR/ENG;Employed;PRETORIA;Gauteng;1
60722190;T;DEGR;26_28     ;African;F;TSHIVENDA;Employed;VUWANI;North Eastern;1
60732533;F;SENR;29_34     ;African;F;NORTHERN SOTHO;Unemployed;MOKERONG;North Eastern;1
14451489;T;DEGR;20_21     ;White;M;AFRIKAANS;Employed;BETHAL;North Eastern;1
14452167;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;NEBO;North Eastern;1
14452647;T;DIPL;22_23     ;African;M;ISIXHOSA;Unemployed;ROODEPOORT;Gauteng;1
55137692;F;DIPL;29_34     ;African;M;NORTHERN SOTHO;Employed;SEKGOSESE;North Eastern;1
13671795;F;DEGR;18_19     ;Other / Non disclosure;F;ENGLISH;Unemployed;INANDA;KwaZulu-Natal;1
60747306;F;HCER;24_25     ;African;F;ISIZULU;Unemployed;CHATSWORTH;KwaZulu-Natal;1
61734002;T;SENR;41_50     ;African;M;NORTHERN SOTHO;Employed;GERMISTON;Gauteng;1
56871079;F;DIPL;29_34     ;African;M;ISIXHOSA;Employed;UITENHAGE;Eastern Cape;1
58494035;F;DEGR;26_28     ;African;F;NORTHERN SOTHO;Unemployed;VEREENIGING;Gauteng;1
13676754;T;MATR;35_40     ;African;M;ISIXHOSA;Employed;WESTONARIA;Gauteng;1
58549077;F;MATR;35_40     ;African;M;ISIZULU;Employed;UMLAZI;KwaZulu-Natal;1
59007278;F;KWAL;29_34     ;African;M;FRENCH;Unemployed;JOHANNESBURG;Gauteng;1
56929705;T;MATR;29_34     ;African;M;ISIZULU;Unemployed;SOMERSET WEST;Western Cape;1
61763629;T;HCER;29_34     ;African;F;SESOTHO;Unemployed;THABAMOOPO;North Eastern;1
61775921;F;HCER;29_34     ;African;M;SETSWANA;Unemployed;LICHTENBURG;Midlands;1
56933206;T;DEGR;24_25     ;Coloured;F;ENGLISH;Unemployed;WYNBERG;Western Cape;1
59059197;F;DEGR;29_34     ;White;M;ENGLISH;Employed;PRETORIA;Gauteng;1
14453775;F;DIPL;29_34     ;African;M;ISIXHOSA;Unemployed;LUSIKISIKI;Eastern Cape;1
63752880;F;DEGR;29_34     ;African;M;ISIZULU;Unemployed;PIET RETIEF;North Eastern;1
13681108;T;DEGR;18_19     ;Indian;M;ENGLISH;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;1
57002023;T;DEGR;29_34     ;African;F;ISIXHOSA;Employed;RANDBURG;Gauteng;1
60812278;F;DEGR;22_23     ;African;F;ISIZULU;Unemployed;WITBANK;North Eastern;1
63052614;T;DEGR;26_28     ;African;M;SETSWANA;Employed;HUHUDI;Midlands;1
63056059;T;SENR;29_34     ;African;M;SISWATI;Employed;NSIKAZI;North Eastern;1
63812802;F;DIPL;29_34     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
63815057;F;DIPL;24_25     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;1
59639088;F;SENR;35_40     ;African;F;SESOTHO;Employed;KROONSTAD;Midlands;1
63077366;F;DIPL;29_34     ;African;F;ISIXHOSA;Unemployed;BUTTERWORTH;Eastern Cape;1
63836186;F;DIPL;26_28     ;African;F;XITSONGA;Employed;KEMPTON PARK;Gauteng;1
14461557;F;DEGR;29_34     ;Coloured;F;ENGLISH;Employed;MITCHELLS PLAIN;Western Cape;1
13681227;T;DEGR;22_23     ;African;F;NORTHERN SOTHO;Unemployed;SEKHUKHUNELAND;North Eastern;1
59674134;F;DIPL;24_25     ;African;M;ISIZULU;Employed;WONDERBOOM;Gauteng;1
13687764;T;DEGR;26_28     ;African;M;XITSONGA;Employed;SOSHANGUWE;Gauteng;1
61849609;T;SENR;29_34     ;African;M;ISIXHOSA;Employed;RANDBURG;Gauteng;1
61875354;T;DEGR;29_34     ;White;M;AFRIKAANS;Employed;PAARL;Western Cape;1
63858848;F;DEGR;26_28     ;African;F;ISIZULU;Unemployed;INANDA;KwaZulu-Natal;1
63867108;T;DEGR;26_28     ;African;F;NORTHERN SOTHO;Unemployed;NAPHUNO;North Eastern;1
60818993;F;DIPL;24_25     ;African;M;SETSWANA;Unemployed;SOSHANGUWE;Gauteng;1
61879522;T;DEGR;29_34     ;African;M;XITSONGA;Unemployed;RANDBURG;Gauteng;1
61321890;F;KWAL;41_50     ;White;M;ENGLISH;Employed;GERMISTON;Gauteng;1
61911361;T;SENR;29_34     ;African;F;TSHIVENDA;Unemployed;RANDBURG;Gauteng;1
61912853;F;DEGR;24_25     ;Indian;F;ENGLISH;Employed;SCHWEIZER RENEKE;Midlands;1
14467110;T;DEGR;22_23     ;African;M;SISWATI;Unemployed;GARANKUWA;Midlands;1
14468624;T;DEGR;24_25     ;Coloured;M;ENGLISH;Employed;CAPE TOWN;Western Cape;1
14469550;F;DEGR;20_21     ;Indian;M;ENGLISH;Unemployed;BRITS;Midlands;1
63902685;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;BENONI;Gauteng;1
63141013;F;DEGR;22_23     ;African;F;NORTHERN SOTHO;Employed;TEMBA;Midlands;1
63334199;F;DIPL;22_23     ;African;F;NORTHERN SOTHO;Employed;THABAMOOPO;North Eastern;1
63351282;F;DIPL;26_28     ;African;F;ISIZULU;Unemployed;HLABISA;KwaZulu-Natal;1
63355261;F;DEGR;26_28     ;African;M;ISIZULU;Employed;KEMPTON PARK;Gauteng;1
14470254;F;DEGR;20_21     ;African;M;SHONA;Employed;GOODWOOD;Western Cape;1
63947794;T;DEGR;29_34     ;African;F;XITSONGA;Employed;ROODEPOORT;Gauteng;1
63368762;F;SENR;35_40     ;African;F;NORTHERN SOTHO;Unemployed;NEBO;North Eastern;1
60922882;T;MATR;35_40     ;African;M;ISIZULU;Employed;NKOMAZI;North Eastern;1
13697484;T;DEGR;29_34     ;African;M;XITSONGA;Employed;LULEKANI;North Eastern;1
13698138;T;DEGR;29_34     ;African;M;ISINDEBELE;Unemployed;MKOBOLA;North Eastern;1
14473687;T;ONBK;26_28     ;African;F;ENGLISH;Unemployed;BELLVILLE;Western Cape;1
60933784;T;DEGR;26_28     ;African;M;XITSONGA;Employed;GIYANI;North Eastern;1
14477332;T;DEGR;29_34     ;African;F;ISIZULU;Employed;INANDA;KwaZulu-Natal;1
60961602;F;DEGR;24_25     ;White;M;AFRIKAANS;Employed;ROODEPOORT;Gauteng;1
13702421;T;DEGR;22_23     ;African;F;XITSONGA;Employed;MAPULANENG;North Eastern;1
14479572;F;DEGR;20_21     ;White;M;AFRIKAANS;Employed;WONDERBOOM;Gauteng;1
14481094;T;MATR;35_40     ;African;M;XITSONGA;Employed;RANDBURG;Gauteng;1
60975525;F;DEGR;26_28     ;African;M;ENGLISH;Employed;JOHANNESBURG;Gauteng;1
60986562;F;SENR;35_40     ;African;M;NORTHERN SOTHO;Employed;WATERBERG;North Eastern;1
13705738;T;KWAL;26_28     ;African;F;SETSWANA;Employed;TEMBA;Midlands;1
63437036;T;SENR;35_40     ;African;F;ISIXHOSA;Employed;GOODWOOD;Western Cape;1
64061603;T;DEGR;29_34     ;African;M;TSHIVENDA;Employed;JOHANNESBURG;Gauteng;1
61967251;F;DEGR;24_25     ;Coloured;M;ENGLISH;Unemployed;PORT ELIZABETH;Eastern Cape;1
61979354;T;KWAL;29_34     ;African;M;SISWATI;Employed;Unknown;Unknown;1
61012429;T;SENR;29_34     ;African;F;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;1
14483903;T;MATR;35_40     ;White;F;AFR/ENG;Employed;STELLENBOSCH;Western Cape;1
